categoria,subcategoria,nombre,marca,tipo,formato,precio,precio_normal,precio_oferta,precio_referencia,promocion,supermercado,url,imagen_url,producto_base
Bebidas,Jugos,Jugo Natural Florida's Natural Naranja Pulpa 1.54 L,Sin marca,general,1.54 L,6690,6690,,$4.344 / lt,,Jumbo,https://www.jumbo.cl/jugo-florida-nat-naranja-mas-pulpa-1-54l-1898819/p,https://jumbocl.vteximg.com.br/arquivos/ids/378167/Jugo-natural-naranja-pulpa-154-L.jpg?v=638776814057400000,
Bebidas,Jugos,Jugo Livingjuice Just Orange 1.45 L,Sin marca,general,1.45 L,5549,5549,,$3.826 / lt,,Jumbo,https://www.jumbo.cl/jugo-livingjuice-just-orange-1-45l-1901704/p,https://jumbocl.vteximg.com.br/arquivos/ids/378474/JUGO-LIV-ORAN145L.jpg?v=638776815561270000,
Bebidas,Jugos,Jugo en Polvo Sprim Frutos del Bosque 25 g,Sin marca,polvo,25 g,299,299,,$11.960 / kg,,Jumbo,https://www.jumbo.cl/ref-polvo-sprim-frutos-del-bosque-25gr-1914068/p,https://jumbocl.vteximg.com.br/arquivos/ids/315520/Jugo-En-Polvo-Sprim-Frutos-Del-Bosque-25-g.jpg?v=638776405511330000,
Bebidas,Jugos,"Jugo Orgánico Ama Manzana, Jengibre y Cúrcuma 200 ml",Sin marca,general,200 mL,2390,2390,,$11.950 / lt,,Jumbo,https://www.jumbo.cl/jgo-ama-func-manz-jeng-curc-org-200cc-1923594/p,https://jumbocl.vteximg.com.br/arquivos/ids/378720/Jugo-organico-manzana-jengibre-y-curcuma-200-ml.jpg?v=638776816598570000,
Bebidas,Jugos,"Jugo Orgánico Ama Manzana, Espinaca, Piña y Espirulina 200 ml",Sin marca,general,200 mL,2390,2390,,$11.950 / lt,,Jumbo,https://www.jumbo.cl/jgo-ama-func-man-esp-pin-esp-org-200cc-1923595/p,https://jumbocl.vteximg.com.br/arquivos/ids/378733/Jugo-organico-manzana-espinaca-pi%C3%B1a-y-espirulina-200-ml.jpg?v=638776816633970000,
Bebidas,Jugos,"Jugo Orgánico Ama Manzana, Arándano y Maqui 200 ml",Sin marca,general,200 mL,2390,2390,,$11.950 / lt,,Jumbo,https://www.jumbo.cl/jgo-ama-func-manz-aran-maq-org-200cc-1923593/p,https://jumbocl.vteximg.com.br/arquivos/ids/378791/Jugo-organico-manzana-arandano-y-maqui-200-ml.jpg?v=638776816847670000,
Bebidas,Jugos,Jugo Fruta Natural Watt's Manzana 200 ml,Sin marca,general,200 mL,650,650,,$3.250 / lt,,Jumbo,https://www.jumbo.cl/jugo-100-watts-fruta-nat-manzana-200ml-1921108/p,https://jumbocl.vteximg.com.br/arquivos/ids/576110/Jugo-Fruta-Natural-Watt-s-Manzana-200-ml.jpg?v=639069338008170000,
Bebidas,Jugos,Jugo Orange Pop 1 L,Sin marca,general,1 L,4990,4990,,$4.990 / lt,,Jumbo,https://www.jumbo.cl/jugo-green-beats-orange-pop-1lt-1914563/p,https://jumbocl.vteximg.com.br/arquivos/ids/379040/Jugo-Orange-Pop-1-L.jpg?v=638776817704530000,
Bebidas,Jugos,Jugo Power Beats 1 L,Sin marca,general,1 L,4990,4990,,$4.990 / lt,,Jumbo,https://www.jumbo.cl/jugo-green-beats-power-beats-1lt-1914565/p,https://jumbocl.vteximg.com.br/arquivos/ids/379042/Jugo-Power-Beats-1-L.jpg?v=638776817705700000,
Bebidas,Jugos,Jugo Celery Boost 1 L,Sin marca,general,1 L,4390,4390,,$4.390 / lt,,Jumbo,https://www.jumbo.cl/jugo-green-beats-celery-boost-1lt-1914566/p,https://jumbocl.vteximg.com.br/arquivos/ids/379059/Jugo-Celery-Boost-1-L.jpg?v=638776817768170000,
Bebidas,Jugos,Jugo Green Hopper 1 L,Sin marca,general,1 L,4990,4990,,$4.990 / lt,,Jumbo,https://www.jumbo.cl/jugo-green-beats-green-hopper-1lt-1914564/p,https://jumbocl.vteximg.com.br/arquivos/ids/379060/Jugo-Green-Hopper-1-L.jpg?v=638776817771300000,
Bebidas,Jugos,Pack 6 un. Jugo Watt's 100% Fruta Natural Naranja 200 ml,Sin marca,general,200 mL,3890,3890,,$3.241 / lt,,Jumbo,https://www.jumbo.cl/jugo-100-watts-fruta-nat-naranja-200ml-1921109-pak/p,https://jumbocl.vteximg.com.br/arquivos/ids/576117/Pack-6-un-Jugo-Watt-s-100--Fruta-Natural-Naranja-200-ml.jpg?v=639069338023530000,
Bebidas,Jugos,Naranjada Love Orange Original 385 ml,Sin marca,general,385 mL,1890,1890,,$4.909 / lt,,Jumbo,https://www.jumbo.cl/nectar-love-orange-orig-385ml-1927041/p,https://jumbocl.vteximg.com.br/arquivos/ids/436113/Bebida-Love-Lemon-Orange-Original-385-ml.jpg?v=638827819374270000,
Bebidas,Jugos,Néctar Multi Frutilla 0% Azúcar Añadida 200 ml,Sin marca,general,200 mL,410,410,,$2.050 / lt,,Jumbo,https://www.jumbo.cl/nec-andina-del-valle-frutilla-tp200-1821567/p,https://jumbocl.vteximg.com.br/arquivos/ids/379968/Nectar-Andina-Frutilla-200-ml.jpg?v=638776821222830000,
Bebidas,Jugos,Jugo Selección Watt's Frutas y Verduras Naranja Zanahoria 750 ml,Sin marca,general,750 mL,2890,2890,,$3.853 / lt,,Jumbo,https://www.jumbo.cl/watts-sel-frut-verd-naran-zanah-750cc-1926598/p,https://jumbocl.vteximg.com.br/arquivos/ids/315804/Jugo-Seleccion-Watt-s-Frutas-y-Verduras-Naranja-Zanahoria-750-ml.jpg?v=638776406407100000,
Bebidas,Jugos,Jugo Selección Watt's Frutas y Verduras Uva Betarraga 750 ml,Sin marca,general,750 mL,2890,2890,,$3.853 / lt,,Jumbo,https://www.jumbo.cl/watts-sel-frut-verd-uva-betarr-750cc-1926597/p,https://jumbocl.vteximg.com.br/arquivos/ids/315834/Jugo-Seleccion-Watt-s-Frutas-y-Verduras-Uva-Betarraga-750-ml.jpg?v=638776406569170000,
Bebidas,Jugos,Jugo Guallarauco Frutos Rojos 1 L,Sin marca,general,1 L,4499,4499,,$4.499 / lt,,Jumbo,https://www.jumbo.cl/jugo-frutos-rojos-1-l-1915543/p,https://jumbocl.vteximg.com.br/arquivos/ids/380302/Jugo-Frutos-Rojos-1-L.jpg?v=638776822650430000,
Bebidas,Jugos,Néctar Jumex Durazno 473 ml,Sin marca,general,473 mL,2790,2790,,$5.898 / lt,,Jumbo,https://www.jumbo.cl/nectar-jumex-durazno-473cc-1929573/p,https://jumbocl.vteximg.com.br/arquivos/ids/380476/Nectar-durazno-473-ml.jpg?v=638776823373800000,
Bebidas,Jugos,Néctar Mix Berry 1.5 L,Sin marca,general,1.5 L,4290,4290,,$2.860 / lt,,Jumbo,https://www.jumbo.cl/nectar-mix-berry-naturalmaqui-1-5-1931266/p,https://jumbocl.vteximg.com.br/arquivos/ids/381010/Nectar-mix-berry-15-L.jpg?v=638776825626430000,
Bebidas,Jugos,Néctar Arándano 1.5 L,Sin marca,general,1.5 L,4119,4119,,$2.746 / lt,,Jumbo,https://www.jumbo.cl/nectar-arandano-naturalmaqui-1-5l-1931265/p,https://jumbocl.vteximg.com.br/arquivos/ids/381004/1931265-01_630585.jpg?v=638776825600570000,
Bebidas,Jugos,Néctar Cranberry 1.5 L,Sin marca,general,1.5 L,2990,2990,,$1.993 / lt,,Jumbo,https://www.jumbo.cl/nectar-cranberry-naturalmaqui-1-5l-1931264/p,https://jumbocl.vteximg.com.br/arquivos/ids/381028/Nectar-cranberry-15-L.jpg?v=638776825694670000,
Bebidas,Jugos,Limonada Livingjuice Piña Menta 900 ml,Sin marca,general,900 mL,3590,3590,,$3.988 / lt,,Jumbo,https://www.jumbo.cl/jugo-livingjuice-good-lem-pina-900ml-1925785/p,https://jumbocl.vteximg.com.br/arquivos/ids/381140/Limonada-pi%C3%B1a-menta-900-ml.jpg?v=638776826123530000,
Bebidas,Jugos,Jugo Livingjuice Vibe Frutilla Piña Manzana 900 ml,Sin marca,general,900 mL,4549,4549,,$5.054 / lt,,Jumbo,https://www.jumbo.cl/jugo-livingjuice-vibe-900ml-1925779/p,https://jumbocl.vteximg.com.br/arquivos/ids/381414/JUGO-LIVINGJUICE-VIBE-900ML.jpg?v=638776826948930000,
Bebidas,Jugos,Limonada Livingjuice Jengibre 900 ml,Sin marca,general,900 mL,3590,3590,,$3.988 / lt,,Jumbo,https://www.jumbo.cl/jugo-livingjuice-good-lem-jeng-900ml-1925784/p,https://jumbocl.vteximg.com.br/arquivos/ids/381126/Limonada-jengibre-900-ml.jpg?v=638776826068300000,
Bebidas,Jugos,Jugo Livingjuice Purity Espinaca Pepino Acelga 900 ml,Sin marca,general,900 mL,4549,4549,,$5.054 / lt,,Jumbo,https://www.jumbo.cl/jugo-livingjuice-purity-900ml-1925781/p,https://jumbocl.vteximg.com.br/arquivos/ids/381436/JUGO-LIVINGJUICE-PURITY-900ML.jpg?v=638776827025670000,
Bebidas,Jugos,Jugo Livingjuice Tropic Mango Piña Naranja 900 ml,Sin marca,general,900 mL,4549,4549,,$5.054 / lt,,Jumbo,https://www.jumbo.cl/jugo-livingjuice-tropic-mango-900ml-1925778/p,https://jumbocl.vteximg.com.br/arquivos/ids/381447/JUGO-LIVINGJUICE-TROPIC-MANGO-900ML.jpg?v=638776827071000000,
Bebidas,Jugos,Jugo Livingjuice Shine Naranja Piña Manzana 900 ml,Sin marca,general,900 mL,4549,4549,,$5.054 / lt,,Jumbo,https://www.jumbo.cl/jugo-livingjuice-shine-900ml-1925780/p,https://jumbocl.vteximg.com.br/arquivos/ids/381456/JUGO-LIVINGJUICE-SHINE-900ML.jpg?v=638776827097770000,
Bebidas,Jugos,Jugo Livingjuice Good Aj Manzana Limón Jengibre 900 ml,Sin marca,general,900 mL,3649,3649,,$4.054 / lt,,Jumbo,https://www.jumbo.cl/jugo-livingjuice-good-aj-900ml-1925783/p,https://jumbocl.vteximg.com.br/arquivos/ids/381455/JUGO-LIVINGJUICE-GOOD-AJ-900ML.jpg?v=638776827097130000,
Bebidas,Jugos,Jugo Livingjuice Just Orange 100% Naranja 900 ml,Sin marca,general,900 mL,3649,3649,,$4.054 / lt,,Jumbo,https://www.jumbo.cl/jugo-livingjuice-just-orange-900ml-1925782/p,https://jumbocl.vteximg.com.br/arquivos/ids/381454/JUGO-LIVINGJUICE-JUST-ORANGE-900ML.jpg?v=638776827091500000,
Bebidas,Jugos,Limonada Original Bless 1 L,Sin marca,general,1 L,3999,3999,,$3.999 / lt,,Jumbo,https://www.jumbo.cl/limonada-orginal-bless-1lt-1928699/p,https://jumbocl.vteximg.com.br/arquivos/ids/381745/LIMONADA-ORGINAL-BLESS-1LT.jpg?v=638776828298230000,
Bebidas,Jugos,Positive Súperbatido Brote Defense 300 ml,Sin marca,general,300 mL,2790,2790,,$9.300 / lt,,Jumbo,https://www.jumbo.cl/batido-fruta-brota-positive-defense300ml-1940684/p,https://jumbocl.vteximg.com.br/arquivos/ids/385836/BATIDO-FRUTA-BROTA-POSITIVE-DEFENSE300ML.jpg?v=638776846063830000,
Bebidas,Jugos,Positive Súperbatido Brote Energy 300 ml,Sin marca,general,300 mL,2790,2790,,$9.300 / lt,,Jumbo,https://www.jumbo.cl/batido-fruta-brota-positive-energy-300ml-1940686/p,https://jumbocl.vteximg.com.br/arquivos/ids/385853/BATIDO-FRUTA-BROTA-POSITIVE-ENERGY-300ML.jpg?v=638776846143430000,
Bebidas,Jugos,Jugo en Polvo Zuko Limonada Frambuesa 20 g,Sin marca,polvo,20 g,270,270,,$13.500 / kg,,Jumbo,https://www.jumbo.cl/jugo-zuko-limonada-frambuesa-20grs-1947546/p,https://jumbocl.vteximg.com.br/arquivos/ids/385806/Jugo-En-Polvo-Zuko-Limonada-Frambuesa-20-g.jpg?v=638776845945100000,
Bebidas,Jugos,Pulpa de Maracuyá Refrigerada 1.2 L,Sin marca,general,1.2 L,12990,12990,,$10.825 / lt,,Jumbo,https://www.jumbo.cl/pulpa-frupack-maracuya-100-fruta-1-2lt-1939121/p,https://jumbocl.vteximg.com.br/arquivos/ids/385891/PULPA-FRUPACK-MARACUYA-100--FRUTA-12LT.jpg?v=638776846288630000,
Bebidas,Jugos,Pulpa de Guanábana Refrigerada 1.2 L,Sin marca,general,1.2 L,12990,12990,,$10.825 / lt,,Jumbo,https://www.jumbo.cl/pulpa-frupack-guanabana-100-fruta-1-2lt-1939122/p,https://jumbocl.vteximg.com.br/arquivos/ids/385864/PULPA-FRUPACK-GUANABANA-100--FRUTA-12LT.jpg?v=638776846181970000,
Bebidas,Jugos,Pulpa de Guayaba Refrigerada 473 ml,Sin marca,general,473 mL,4999,4999,,$10.568 / lt,,Jumbo,https://www.jumbo.cl/pulpa-frupack-guayaba-100-fruta-473ml-1939126/p,https://jumbocl.vteximg.com.br/arquivos/ids/385900/Pulpa-de-Guayaba-Refrigerada-473-ml.jpg?v=638776846323270000,
Bebidas,Jugos,Pulpa de Mora Refrigerada 473 ml,Sin marca,general,473 mL,5399,5399,,$11.414 / lt,,Jumbo,https://www.jumbo.cl/pulpa-frupack-mora-100-fruta-473ml-1939128/p,https://jumbocl.vteximg.com.br/arquivos/ids/385888/PULPA-FRUPACK-MORA-100--FRUTA-473ML.jpg?v=638776846287530000,
Bebidas,Jugos,Jugo en Polvo Zuko Limonada 20 g,Sin marca,polvo,20 g,270,270,,$13.500 / kg,,Jumbo,https://www.jumbo.cl/jugo-zuko-limonada-20grs-1947545/p,https://jumbocl.vteximg.com.br/arquivos/ids/385916/Jugo-En-Polvo-Zuko-Limonada-20-g.jpg?v=638776846421370000,
Bebidas,Jugos,Pulpa de Piña Refrigerada 473 ml,Sin marca,general,473 mL,4999,4999,,$10.568 / lt,,Jumbo,https://www.jumbo.cl/pulpa-frupack-pina-100-fruta-473ml-1939123/p,https://jumbocl.vteximg.com.br/arquivos/ids/385892/PULPA-FRUPACK-PI%C3%91A-100--FRUTA-473ML.jpg?v=638776846301130000,
Bebidas,Jugos,Positive Súperbatido Brote Detox 300 ml,Sin marca,general,300 mL,2790,2790,,$9.300 / lt,,Jumbo,https://www.jumbo.cl/batido-fruta-brota-positive-detox-300ml-1940687/p,https://jumbocl.vteximg.com.br/arquivos/ids/385940/BATIDO-FRUTA-BROTA-POSITIVE-DETOX-300ML.jpg?v=638776846550000000,
Bebidas,Jugos,Positive Súperbatido Brote Antiox 300 ml,Sin marca,general,300 mL,2790,2790,,$9.300 / lt,,Jumbo,https://www.jumbo.cl/batido-fruta-brota-positive-antiox-300ml-1940685/p,https://jumbocl.vteximg.com.br/arquivos/ids/385937/BATIDO-FRUTA-BROTA-POSITIVE-ANTIOX-300ML.jpg?v=638776846515400000,
Bebidas,Jugos,Pulpa de Maracuyá Refrigerada 473 ml,Sin marca,general,473 mL,5999,5999,,$12.682 / lt,,Jumbo,https://www.jumbo.cl/pulpa-frupack-maracuya-100-fruta-473ml-1939124/p,https://jumbocl.vteximg.com.br/arquivos/ids/385894/PULPA-FRUPACK-MARACUYA-100--FRUTA-473ML.jpg?v=638776846304070000,
Bebidas,Jugos,Pulpa de Guanábana Refrigerada 473 ml,Sin marca,general,473 mL,5999,5999,,$12.682 / lt,,Jumbo,https://www.jumbo.cl/pulpa-frupack-guanabana-100-fruta-473ml-1939127/p,https://jumbocl.vteximg.com.br/arquivos/ids/385899/PULPA-FRUPACK-GUANABANA-100--FRUTA-473ML.jpg?v=638776846322800000,
Bebidas,Jugos,Pulpa de Mango Refrigerada 473 ml,Sin marca,general,473 mL,4999,4999,,$10.568 / lt,,Jumbo,https://www.jumbo.cl/pulpa-frupack-mango-100-fruta-473ml-1939125/p,https://jumbocl.vteximg.com.br/arquivos/ids/385941/PULPA-FRUPACK-MANGO-100--FRUTA-473ML.jpg?v=638776846550930000,
Bebidas,Jugos,Néctar Guallarauco Aloe 1 L,Sin marca,general,1 L,2390,2390,,$2.390 / lt,,Jumbo,https://www.jumbo.cl/nectar-aloe-guallarauco-1l-1950823/p,https://jumbocl.vteximg.com.br/arquivos/ids/388127/NECTAR-ALOE-GUALLARAUCO-1L.jpg?v=638776854583930000,
Bebidas,Jugos,Chicha Morada 500 ml,Sin marca,general,500 mL,1890,1890,,$3.780 / lt,,Jumbo,https://www.jumbo.cl/chicha-morada-cuisine-and-co-500ml-1949802/p,https://jumbocl.vteximg.com.br/arquivos/ids/388272/Chicha-morada-500-ml.jpg?v=638776855162630000,
Bebidas,Jugos,Chicha Morada 1 L,Sin marca,general,1 L,2990,2990,,$2.990 / lt,,Jumbo,https://www.jumbo.cl/chicha-morada-cuisine-and-co-1l-1949801/p,https://jumbocl.vteximg.com.br/arquivos/ids/388270/Chicha-morada-1-L.jpg?v=638776855146370000,
Bebidas,Jugos,Pack 3 un. Jugo Colun 100% Natural Piña 300 ml,Colun,general,300 mL,3790,3790,,$3.828 / lt,,Jumbo,https://www.jumbo.cl/jugo-colun-100-natural-pina-330cc-1957548-pak/p,https://jumbocl.vteximg.com.br/arquivos/ids/388553/Pack-3-un-Jugo-100--natural-pi%C3%B1a-300-ml.jpg?v=638776856270530000,
Bebidas,Jugos,Pack 3 un. Jugo Colun 100% Natural Naranja 300 ml,Colun,general,300 mL,3790,3790,,$3.828 / lt,,Jumbo,https://www.jumbo.cl/jugo-colun-100-natural-naranja-330cc-1957549-pak/p,https://jumbocl.vteximg.com.br/arquivos/ids/388590/Pack-3-un-Jugo-100--natural-naranja-300-ml.jpg?v=638776856453130000,
Bebidas,Jugos,Néctar Andina Fresh Frutas Tropicales 1.5 L,Sin marca,general,1.5 L,1050,1050,,$700 / lt,,Jumbo,https://www.jumbo.cl/nectar-del-valle-fresh-frutas-trop-1-5l-1957045/p,https://jumbocl.vteximg.com.br/arquivos/ids/388391/Nectar-fresh-frutas-tropicales-15-L.jpg?v=638776855698070000,
Bebidas,Jugos,Jugo Tamaya Blueberry 100% Natural 200 ml,Sin marca,general,200 mL,1990,1990,,$9.950 / lt,,Jumbo,https://www.jumbo.cl/jugo-tamaya-blueber-lata-200ml-100-nat-1955887/p,https://jumbocl.vteximg.com.br/arquivos/ids/390175/Jugo-Tamaya-Blueber-Lata-200Ml-100--Nat.jpg?v=638776862125430000,
Bebidas,Jugos,Jugo Tamaya Cherry 100% Natural 200 ml,Sin marca,general,200 mL,1990,1990,,$9.950 / lt,,Jumbo,https://www.jumbo.cl/jugo-tamaya-cherry-lata-200ml-100-nat-1955888/p,https://jumbocl.vteximg.com.br/arquivos/ids/390183/Jugo-Tamaya-Cherry-Lata-200Ml-100--Nat.jpg?v=638776862163300000,
Bebidas,Jugos,Jugo Tamaya Uva Moscatel 100% Natural 200 ml,Sin marca,general,200 mL,1990,1990,,$9.950 / lt,,Jumbo,https://www.jumbo.cl/jugo-tamaya-uva-mos-lata-200ml-100-nat-1955889/p,https://jumbocl.vteximg.com.br/arquivos/ids/390209/Jugo-Tamaya-Uva-Mos-Lata-200Ml-100--Nat.jpg?v=638776862235730000,
Bebidas,Jugos,Nectar Multi-Frutilla 1.75 L,Sin marca,general,1.75 L,1590,1590,,$908 / lt,,Jumbo,https://www.jumbo.cl/nectar-del-valle-frutilla-pet-1-750l-1959579/p,https://jumbocl.vteximg.com.br/arquivos/ids/391147/Nectar-frutilla-175-L.jpg?v=638776866467600000,
Bebidas,Jugos,Jugo Green Beats Only Orange 1 L,Sin marca,general,1 L,4990,4990,,$4.990 / lt,,Jumbo,https://www.jumbo.cl/jugo-green-beats-only-orange-1l-1959071/p,https://jumbocl.vteximg.com.br/arquivos/ids/391708/Jugo-Green-Beats-Only-Orange-1-L.jpg?v=638776868679130000,
Bebidas,Jugos,Jugo Green Beats Lemonade Trueginger 1 L,Sin marca,general,1 L,4990,4990,,$4.990 / lt,,Jumbo,https://www.jumbo.cl/jugo-green-beats-lemonade-trueginger-1l-1959072/p,https://jumbocl.vteximg.com.br/arquivos/ids/391702/Jugo-Green-Beats-Lemonade-Trueginger-1-L.jpg?v=638776868648030000,
Bebidas,Jugos,Pulpa Frupack Papaya 100% Fruta 473 g,Sin marca,general,473 g,5399,5399,,$11.414 / kg,,Jumbo,https://www.jumbo.cl/pulpa-frupack-papaya-100-fruta-473gr-1960710/p,https://jumbocl.vteximg.com.br/arquivos/ids/392689/Pulpa-Frupack-Papaya-100--Fruta-473-g.jpg?v=638776871903730000,
Bebidas,Jugos,Néctar Ocle Mango 3 L,Sin marca,general,3 L,8590,8590,,$2.863 / lt,,Jumbo,https://www.jumbo.cl/nectar-ocle-mango-3lt-1973802/p,https://jumbocl.vteximg.com.br/arquivos/ids/394328/NECTAR-OCLE-MANGO-3LT.jpg?v=638776878384200000,
Bebidas,Jugos,"Néctar Vivo Veggie Manzana, Pera y Espinaca 190 ml",Sin marca,general,190 mL,490,490,,$2.578 / lt,,Jumbo,https://www.jumbo.cl/nectar-vivo-veggie-manz-pera-esp-190-ml-1974564/p,https://jumbocl.vteximg.com.br/arquivos/ids/321242/Nectar-Vivo-Veggie-Manzana-Pera-y-Espinaca-190-ml.jpg?v=638776422848970000,
Bebidas,Jugos,Lemonatta Limonada de Coco Vegana 300 ml,Sin marca,general,300 mL,2390,2390,,$7.966 / lt,,Jumbo,https://www.jumbo.cl/lemonatta-limonada-de-coco-vegana-300cc-1983592/p,https://jumbocl.vteximg.com.br/arquivos/ids/321605/Lemonatta-Limonada-de-Coco-Vegana-300-ml.jpg?v=638776423742270000,
Bebidas,Jugos,Pack 3 un. Néctar Vivo Mix Manzana Piña 190 ml,Sin marca,general,190 mL,1290,1290,,$2.263 / lt,,Jumbo,https://www.jumbo.cl/nectar-vivo-mix-manzana-pina-190-mlx3-1986815-pak/p,https://jumbocl.vteximg.com.br/arquivos/ids/323262/Pack-6-un-Nectar-Vivo-Mix-Manzana-Pi%C3%B1a-190-ml.jpg?v=638776426773800000,
Bebidas,Jugos,Pack 3 un. Néctar Vivo Mix Manzana Pera 190 ml,Sin marca,general,190 mL,1290,1290,,$2.263 / lt,,Jumbo,https://www.jumbo.cl/nectar-vivo-mix-manzana-pera-190-mlx3-1986814-pak/p,https://jumbocl.vteximg.com.br/arquivos/ids/323377/Pack-6-un-Nectar-Vivo-Mix-Manzana-Pera-190-ml.jpg?v=638776426855700000,
Bebidas,Jugos,Caja 24 un. Néctar Livean AntiOx Durazno 200 ml,Sin marca,general,200 mL,10490,10490,,$2.185 / lt,,Jumbo,https://www.jumbo.cl/nectar-livean-caja-200cc-durazno/p,https://jumbocl.vteximg.com.br/arquivos/ids/324106/Caja-24-un-Nectar-Livean-AntiOx-Manzana-200-ml.jpg?v=638776427348500000,
Bebidas,Jugos,Limonada Mango/Limón Kruger 200 g,Sin marca,general,200 g,2890,2890,,$14.450 / kg,,Jumbo,https://www.jumbo.cl/limonada-mongo-limon-kruger-200g-1995733/p,https://jumbocl.vteximg.com.br/arquivos/ids/592239/Limonada-Mango-Limon-Kruger-200-g.jpg?v=639092752738630000,
Bebidas,Jugos,Jugo Bless 21 Ttp Mango Naranja 200 ml,Sin marca,general,200 mL,990,990,,$4.950 / lt,,Jumbo,https://www.jumbo.cl/jugo-bless-21-mango-nar-man-ttp-200-ml-2001848/p,https://jumbocl.vteximg.com.br/arquivos/ids/330992/JUGO-BLESS-21-MANGO-NAR-MAN-TTP-200-ML.jpg?v=638776432837000000,
Bebidas,Jugos,Caja 24 un. Néctar Vivo Naranja 190 ml,Sin marca,general,190 mL,10690,10690,,$2.344 / lt,,Jumbo,https://www.jumbo.cl/nectar-vivo-naranj/p,https://jumbocl.vteximg.com.br/arquivos/ids/337163/NECTAR-VIVO-NARANJ.jpg?v=638776438376870000,
Bebidas,Jugos,Néctar del Valle Piña 1 L,Sin marca,general,1 L,1390,1390,,$1.390 / lt,,Jumbo,https://www.jumbo.cl/nectar-del-valle-pina-1l-pet-2017091/p,https://jumbocl.vteximg.com.br/arquivos/ids/340987/Nectar-Del-Valle-Pi%C3%B1a-1-L.jpg?v=638776441250130000,
Bebidas,Jugos,Néctar del Valle Multifrutilla 1 L,Sin marca,general,1 L,1390,1390,,$1.390 / lt,,Jumbo,https://www.jumbo.cl/nectar-del-valle-multifrutilla-1l-pet-2017088/p,https://jumbocl.vteximg.com.br/arquivos/ids/340910/Nectar-Del-Valle-Multifrutilla-1-L.jpg?v=638776441149130000,
Bebidas,Jugos,Néctar del Valle Durazno Light 1 L,Sin marca,light,1 L,1390,1390,,$1.390 / lt,,Jumbo,https://www.jumbo.cl/netar-del-valle-durazno-light-1l-pet-2017092/p,https://jumbocl.vteximg.com.br/arquivos/ids/341013/Nectar-Del-Valle-Durazno-Light-1-L.jpg?v=638776441283900000,
Bebidas,Jugos,Néctar del Valle Durazno 1 L,Sin marca,general,1 L,1390,1390,,$1.390 / lt,,Jumbo,https://www.jumbo.cl/nectar-del-valle-durazno-1l-pet-2017089/p,https://jumbocl.vteximg.com.br/arquivos/ids/340863/Nectar-Del-Valle-Durazno-1-L.jpg?v=638776441089500000,
Bebidas,Jugos,Néctar del Valle Naranja Light 1 L,Sin marca,light,1 L,1390,1390,,$1.390 / lt,,Jumbo,https://www.jumbo.cl/nectar-del-valle-naranja-light-1l-pet-2017093/p,https://jumbocl.vteximg.com.br/arquivos/ids/340957/Nectar-Del-Valle-Naranja-Light-1-L.jpg?v=638776441215370000,
Bebidas,Jugos,Néctar del Valle Naranja 1 L,Sin marca,general,1 L,1390,1390,,$1.390 / lt,,Jumbo,https://www.jumbo.cl/nectar-del-valle-naranja-1l-pet-2017090/p,https://jumbocl.vteximg.com.br/arquivos/ids/340938/Nectar-Del-Valle-Naranja-1-L.jpg?v=638776441182800000,
Bebidas,Jugos,Jugo Watts 100% Fruta Naranja-Manzana 200 ml,Watts,general,200 mL,610,610,,$3.050 / lt,,Jumbo,https://www.jumbo.cl/jugo-100-fruta-lv-watts-nrja-mzna-200ml-2018092/p,https://jumbocl.vteximg.com.br/arquivos/ids/616030/Jugo-Watts-100--Fruta-Naranja-Manzana-200-ml.jpg?v=639111809492330000,
Bebidas,Jugos,Caja 30 un. Néctar Watt's Durazno 200 cc,Sin marca,general,200 cc,10590,10590,,$1.765 / lt,,Jumbo,https://www.jumbo.cl/caja-30-un-nectar-watts-durazno-200-cc/p,https://jumbocl.vteximg.com.br/arquivos/ids/346033/Caja-30-un-Nectar-Watt-s-Durazno-200-cc.jpg?v=638776445266970000,
Bebidas,Jugos,Caja 30 un. Néctar Watts Naranja 200 cc,Watts,general,200 cc,10590,10590,,$1.765 / lt,,Jumbo,https://www.jumbo.cl/caja-30-un-nectar-watts-naranja-200-cc/p,https://jumbocl.vteximg.com.br/arquivos/ids/346078/Caja-30-un-Nectar-Watts-Naranja-200-cc.jpg?v=638776445320900000,
Bebidas,Jugos,Caja 30 un. Néctar Watt's Manzana 200 cc,Sin marca,general,200 cc,10590,10590,,$1.765 / lt,,Jumbo,https://www.jumbo.cl/caja-30-un-nectar-watt-s-manzana-200-cc/p,https://jumbocl.vteximg.com.br/arquivos/ids/346060/Caja-30-un-Nectar-Watt-s-Manzana-200-cc.jpg?v=638776445293970000,
Bebidas,Jugos,Néctar Watt's Tutti Papaya 1.5 L,Sin marca,general,1.5 L,1690,1690,,$1.126 / lt,,Jumbo,https://www.jumbo.cl/nectar-watt-s-tutti-papaya-1-5-l-643278/p,https://jumbocl.vteximg.com.br/arquivos/ids/440728/Nectar-Watt-s-Tutti-Papaya-15-L.jpg?v=638833802822070000,
Bebidas,Jugos,Néctar Watt's Piña Caja Tapa Rosca 1 L,Sin marca,general,1 L,1350,1350,,$1.350 / lt,,Jumbo,https://www.jumbo.cl/nectar-watt-s-pina-caja-tapa-rosca-1-l-303066002/p,https://jumbocl.vteximg.com.br/arquivos/ids/467634/Nectar-Watt-s-pi%C3%B1a-caja-tapa-rosca-1-L.jpg?v=638869986701500000,
