categoria,subcategoria,nombre,marca,tipo,formato,precio,precio_normal,precio_oferta,precio_referencia,promocion,supermercado,url,imagen_url,producto_base
Carnes y Pescados,Carnes,Carne Mechada kg,Sin marca,general,,25900,25900,,$51.800 / kg,,Jumbo,https://www.jumbo.cl/carne-mechada-v2-kg-1615756-kg/p,https://jumbocl.vteximg.com.br/arquivos/ids/329049/CARNE-MECHADA-V2--KG.jpg?v=638776431480000000,
Carnes y Pescados,Carnes,Erizo Pote 200 g,Sin marca,general,200 g,10990,10990,,$54.950 / kg,,Jumbo,https://www.jumbo.cl/erizo-pote-200-g/p,https://jumbocl.vteximg.com.br/arquivos/ids/329317/1949916-01_645006.jpg?v=638776431657570000,
Carnes y Pescados,Carnes,Carne Molida Vacuno 4% Grasa 320 g,Sin marca,general,320 g,4990,4990,,$15.593 / kg,,Jumbo,https://www.jumbo.cl/carne-molida-vacuno-4-grasa-320-g/p,https://jumbocl.vteximg.com.br/arquivos/ids/330270/CARNE-MOLIDA-4-.jpg?v=638776432310430000,
Carnes y Pescados,Carnes,Carne Molida Vacuno 10% Grasa 320 g,Sin marca,general,320 g,3990,3990,,$12.468 / kg,,Jumbo,https://www.jumbo.cl/carne-molida-vacuno-10-grasa-320-g/p,https://jumbocl.vteximg.com.br/arquivos/ids/330224/CARNE-MOLIDA-10-.jpg?v=638776432281670000,
Carnes y Pescados,Carnes,Carne Molida Vacuno 7% Grasa 320 g,Sin marca,general,320 g,4390,4390,,$13.718 / kg,,Jumbo,https://www.jumbo.cl/carne-molida-vacuno-7-grasa-320-g/p,https://jumbocl.vteximg.com.br/arquivos/ids/330300/CARNE-MOLIDA-7-.jpg?v=638776432336070000,
Carnes y Pescados,Carnes,Filete de Pavo Sopraval 600 g,Sin marca,general,600 g,5790,5790,,$9.650 / kg,,Jumbo,https://www.jumbo.cl/fte-sopraval-pavo-600grs-1997491/p,https://jumbocl.vteximg.com.br/arquivos/ids/614065/Filete-de-Pavo-Sopraval-600-g.jpg?v=639111788887800000,
Carnes y Pescados,Carnes,Filete de Pavo Sopraval Finas Hierbas 600 g,Sin marca,general,600 g,5790,5790,,$9.650 / kg,,Jumbo,https://www.jumbo.cl/fte-soproval-pavo-finas-hierbas-600grs-1997492/p,https://jumbocl.vteximg.com.br/arquivos/ids/614059/Filete-de-Pavo-Sopraval-Finas-Hierbas-600-g.jpg?v=639111788815370000,
Carnes y Pescados,Carnes,Termómetro La Hacienda para Carnes,Sin marca,general,,16990,16990,,,,Jumbo,https://www.jumbo.cl/termometro-para-carnes-lh-1987048/p,https://jumbocl.vteximg.com.br/arquivos/ids/331652/TERMOMETRO-PARA-CARNES-LH.jpg?v=638776433334700000,
Carnes y Pescados,Carnes,Camarón Entero White Panam10/20 kg,Sin marca,general,20 kg,26980,26980,,$53.960 / kg,,Jumbo,https://www.jumbo.cl/camaron-entero-white-panam-10-20-kg-1994072-kg/p,https://jumbocl.vteximg.com.br/arquivos/ids/430000/Camaron-Entero-White-Panam-10-20-kg.jpg?v=638814668426000000,
Carnes y Pescados,Carnes,Albóndigas con Salsa de Tomate y Espagueti,Sin marca,general,,3990,3990,,,,Jumbo,https://www.jumbo.cl/albondigas-con-salsa-tomate-y-spaghetti-1995126/p,https://jumbocl.vteximg.com.br/arquivos/ids/614363/Albondigas-con-Salsa-de-Tomate-y-Espagueti.jpg?v=639111792029970000,
Carnes y Pescados,Carnes,Plateada A La Chilena Super Cerdo 400 g,Sin marca,general,400 g,4990,4990,,$12.475 / kg,,Jumbo,https://www.jumbo.cl/super-cerdo-plateada-a-la-chilena-400gr-2004804/p,https://jumbocl.vteximg.com.br/arquivos/ids/332538/SUPER-CERDO-PLATEADA-A-LA-CHILENA-400GR.jpg?v=638776434148170000,
Carnes y Pescados,Carnes,Pulpa Pierna Super Cerdo 400 g,Sin marca,general,400 g,3790,3790,,$9.475 / kg,,Jumbo,https://www.jumbo.cl/super-cerdo-pulpa-pierna-400gr-2004805/p,https://jumbocl.vteximg.com.br/arquivos/ids/332584/SUPER-CERDO-PULPA-PIERNA-400GR.jpg?v=638776434181330000,
Carnes y Pescados,Carnes,Asado Carnicero Super Cerdo 400 g,Sin marca,general,400 g,3190,3190,,$7.975 / kg,,Jumbo,https://www.jumbo.cl/super-cerdo-asado-carnicero-400gr-2004803/p,https://jumbocl.vteximg.com.br/arquivos/ids/332505/SUPER-CERDO-ASADO-CARNICERO-400GR.jpg?v=638776434118070000,
Carnes y Pescados,Carnes,Pulpo Merken En Conserva 450 g,Sin marca,general,450 g,13390,13390,,$29.755 / kg,,Jumbo,https://www.jumbo.cl/conserva-pulpo-merken-from-arica-450g-1982809/p,https://jumbocl.vteximg.com.br/arquivos/ids/614791/PULPO-MER-ARI-450G.jpg?v=639111797278800000,
Carnes y Pescados,Carnes,Pechuga de Pavo Navidad Sabor Asado 1 kg,Sin marca,general,1 kg,9990,9990,,$9.990 / kg,,Jumbo,https://www.jumbo.cl/pechuga-pavo-cong-nav-asado-1kg-soprava-2011564/p,https://jumbocl.vteximg.com.br/arquivos/ids/338723/PECHUGA-PAVO-CONG-NAV-ASADO-1KG-SOPRAVA.jpg?v=638776439516630000,
Carnes y Pescados,Carnes,Pechuga Deshuesada Super Pollo Corte Bistec 530 g,Sin marca,general,530 g,4890,4890,,$9.226 / kg,,Jumbo,https://www.jumbo.cl/pechuga-desh-pollo-super-530-gr-pe-x12-2007916/p,https://jumbocl.vteximg.com.br/arquivos/ids/338751/Pechuga-de-Pollo-Deshuesada-Super-Pollo-530-g-12-un.jpg?v=638776439532570000,
Carnes y Pescados,Carnes,Tiritas de Pollo Super Pollo 350 g,Sin marca,general,350 g,2890,2890,,,,Jumbo,https://www.jumbo.cl/tiritas-pollo-frescas-super-pollo-x18-2007914/p,https://jumbocl.vteximg.com.br/arquivos/ids/338580/Tiritas-de-Pollo-Frescas-Super-Pollo-x-18-un.jpg?v=638776439428730000,
Carnes y Pescados,Carnes,Foie Gras Delpeyrat 130 g,Sin marca,general,130 g,17990,17990,,$138.384 / kg,,Jumbo,https://www.jumbo.cl/foie-gras-delpeyrat-130g-2017779/p,https://jumbocl.vteximg.com.br/arquivos/ids/403581/Foie-Gras-Delpeyrat-130-g.jpg?v=638776914530430000,
Carnes y Pescados,Carnes,Entraña Vacuno Nacional Premium kg,Sin marca,general,,31990,31990,,$31.990 / kg,,Jumbo,https://www.jumbo.cl/entrana-v-nac-origen-prem-kg-2006586-kg/p,https://jumbocl.vteximg.com.br/arquivos/ids/341220/Entra%C3%B1a-Vacuno-Nacional-Premium-kg.jpg?v=638776441522400000,
Carnes y Pescados,Carnes,Punta de Ganso Vacuno Nacional Premium kg,Sin marca,general,,23990,23990,,$23.990 / kg,,Jumbo,https://www.jumbo.cl/punta-de-ganso-v-nac-origen-prem-kg-2006579-kg/p,https://jumbocl.vteximg.com.br/arquivos/ids/341457/Punta-de-Ganso-Vacuno-Nacional-Premium-kg.jpg?v=638776441759730000,
Carnes y Pescados,Carnes,Pollo Barriga Vacuno Nacional Premium kg,Sin marca,general,,16490,16490,,$16.490 / kg,,Jumbo,https://www.jumbo.cl/pollo-barriga-v-nac-origen-prem-kg-2006578-kg/p,https://jumbocl.vteximg.com.br/arquivos/ids/341421/Pollo-Barriga-Vacuno-Nacional-Premium-kg.jpg?v=638776441725870000,
Carnes y Pescados,Carnes,Punta de Picana Vacuno Nacional Premium kg,Sin marca,general,,19990,19990,,$19.990 / kg,,Jumbo,https://www.jumbo.cl/punta-de-picana-v-nac-origen-prem-kg-2006577-kg/p,https://jumbocl.vteximg.com.br/arquivos/ids/341502/Punta-de-Picana-Vacuno-Nacional-Premium-kg.jpg?v=638776441796370000,
Carnes y Pescados,Carnes,Clavo Parrillero Nacional Vacuno Premium kg,Sin marca,general,,16990,16990,,$16.990 / kg,,Jumbo,https://www.jumbo.cl/clavo-parrillero-nac-v-origen-prem-kg-2006589-kg/p,https://jumbocl.vteximg.com.br/arquivos/ids/403621/Clavo-Parrillero-Nacional-Vacuno-Premium-kg.jpg?v=638776914863570000,
Carnes y Pescados,Carnes,Carne Asada en Vino Tinto kg,Sin marca,general,,32900,32900,,$65.800 / kg,,Jumbo,https://www.jumbo.cl/carne-asada-en-vino-tinto-kg-2018690-kg/p,https://jumbocl.vteximg.com.br/arquivos/ids/616044/Carne-Asada-en-Vino-Tinto-kg.jpg?v=639111809649700000,
Carnes y Pescados,Carnes,Arañita Poncho Parrillero Vacuno Nacional Origen,Sin marca,general,,16990,16990,,$16.990 / kg,,Jumbo,https://www.jumbo.cl/aranita-poncho-parrillero-v-nac-origen-2006590-kg/p,https://jumbocl.vteximg.com.br/arquivos/ids/403620/Ara%C3%B1ita-Poncho-Parrillero-Vacuno-Nacional-Origen.jpg?v=638776914859800000,
Carnes y Pescados,Carnes,Pinzas de Jaiba Cuisine & Co Jumbo 500 g,Cuisine & Co,general,500 g,15990,15990,,$31.980 / kg,,Jumbo,https://www.jumbo.cl/pinzas-de-jaiba-jumbo-500g-cuisine-and-co-2027104/p,https://jumbocl.vteximg.com.br/arquivos/ids/417053/Pinzas-de-Jaiba-Jumbo-Cuisine---Co-500-g.jpg?v=638803698070970000,
Carnes y Pescados,Carnes,Pinzas de Jaiba 1 kg,Sin marca,general,1 kg,29990,29990,,$29.990 / kg,,Jumbo,https://www.jumbo.cl/pinzas-jaiba-coctel-s-wind-kg-2026368-kg/p,https://jumbocl.vteximg.com.br/arquivos/ids/346329/Pinzas-de-Jaiba-1-kg.jpg?v=638776445728530000,
Carnes y Pescados,Carnes,Cecina Vacuno Pablo Reserva 100 g,Sin marca,general,100 g,5990,5990,,$59.900 / kg,,Jumbo,https://www.jumbo.cl/cecina-vacuno-reserva-pablo-100gr-2028535/p,https://jumbocl.vteximg.com.br/arquivos/ids/404450/Cecina-Vacuno-Pablo-Reserva-100-g.jpg?v=638776919094170000,
Carnes y Pescados,Carnes,Cecina Vacuno Pablo Selección Especial 100 g,Sin marca,general,100 g,7990,7990,,$79.900 / kg,,Jumbo,https://www.jumbo.cl/cecina-vacuno-seleccion-esp-pablo-100gr-2028536/p,https://jumbocl.vteximg.com.br/arquivos/ids/404454/Cecina-Vacuno-Pablo-Seleccion-Especial-100-g.jpg?v=638776919125070000,
Carnes y Pescados,Carnes,Carne Molida Vacuno 10% Grasa 250 gr,Sin marca,general,,4990,4990,,$19.960 / kg,,Jumbo,https://www.jumbo.cl/carne-molida-vacuno-10-grasa-250-gr/p,https://jumbocl.vteximg.com.br/arquivos/ids/618071/2035083-01_706478.jpg?v=639111830679400000,
Carnes y Pescados,Carnes,Carne Molida de Pechuga de Pavo Sopraval 2% mg 350 g,Sin marca,general,350 g,4890,4890,,$13.971 / kg,,Jumbo,https://www.jumbo.cl/carne-pavo-molida-2037142/p,https://jumbocl.vteximg.com.br/arquivos/ids/441117/Carne-Molida-de-Pechuga-de-Pavo-2--MG-Sopraval-350-g.jpg?v=638834463104200000,
Carnes y Pescados,Carnes,Trutro deshuesado de pollo chimichurri 1 kg,Sin marca,general,1 kg,5490,5490,,$5.490 / kg,,Jumbo,https://www.jumbo.cl/trutro-deshuesado-de-pollo-chimichurri-1-kg-1925873/p,https://jumbocl.vteximg.com.br/arquivos/ids/436016/TRUTRO-DESH-DE-POLLO-SP-CHIMICHURRI-1KG.jpg?v=638826166105630000,
Carnes y Pescados,Carnes,Plateada Premium La Hacienda Regenerativa al Vacío kg,Sin marca,general,,13990,13990,,$5.596 / kg,,Jumbo,https://www.jumbo.cl/plateada-v-nac-reg-2002750-kg/p,https://jumbocl.vteximg.com.br/arquivos/ids/452300/PLATEADA-V-NAC-REG.jpg?v=638852157095800000,
Carnes y Pescados,Carnes,Asado Tira Premium La Hacienda Regenerativa al Vacío kg,Sin marca,general,,18890,18890,,$14.530 / kg,,Jumbo,https://www.jumbo.cl/asado-de-tira-v-n-2003510-kg/p,https://jumbocl.vteximg.com.br/arquivos/ids/452291/ASADO-DE-TIRA-V-N.jpg?v=638852157020800000,
Carnes y Pescados,Carnes,Lomo Vetado Premium La Hacienda Regenerativa al Vacío kg,Omo,general,,23990,23990,,$17.135 / kg,,Jumbo,https://www.jumbo.cl/lomo-vetado-v-nac-2002743-kg/p,https://jumbocl.vteximg.com.br/arquivos/ids/489444/LOMO-VETADO-V-NAC.jpg?v=638900038096700000,
Carnes y Pescados,Carnes,Posta de Paleta Premium La Hacienda Regenerativa al Vacío kg,Sin marca,general,,12990,12990,,$10.825 / kg,,Jumbo,https://www.jumbo.cl/posta-de-pal-v-nac-2002739-kg/p,https://jumbocl.vteximg.com.br/arquivos/ids/452320/POSTA-DE-PAL-V-NAC.jpg?v=638852157259170000,
Carnes y Pescados,Carnes,Asiento  Premium La Hacienda Regenerativa al Vacío kg,Sin marca,general,,16990,16990,,$16.990 / kg,,Jumbo,https://www.jumbo.cl/asiento-v-nac-reg-2002804-kg/p,https://jumbocl.vteximg.com.br/arquivos/ids/452296/ASIENTO-V-NAC-REG.jpg?v=638852157059000000,
Carnes y Pescados,Carnes,Entraña La Hacienda Regenerativa al Vacío kg,Sin marca,general,,27290,27290,,$27.290 / kg,,Jumbo,https://www.jumbo.cl/entrana-v-nac-reg-2002749-kg/p,https://jumbocl.vteximg.com.br/arquivos/ids/452295/ENTRANA-V-NAC-REG.jpg?v=638852157054770000,
Carnes y Pescados,Carnes,Lomo Liso Premium La Hacienda Regenerativa al Vacío kg,Omo,general,,21990,21990,,$16.915 / kg,,Jumbo,https://www.jumbo.cl/lomo-liso-v-nac-re-2002748-kg/p,https://jumbocl.vteximg.com.br/arquivos/ids/618426/LOMO-LISO-V-NAC-RE.jpg?v=639111835300570000,
Carnes y Pescados,Carnes,Arañita Poncho Premium Camposorno al Vacío kg,Sin marca,general,,14990,14990,,$49.966 / kg,,Jumbo,https://www.jumbo.cl/aranita-poncho-par-2002740-kg/p,https://jumbocl.vteximg.com.br/arquivos/ids/452306/ARANITA-PONCHO-PAR.jpg?v=638852157121270000,
Carnes y Pescados,Carnes,Sobrecostilla Premium La Hacienda Regenerativa al Vacío kg,Sin marca,general,,11590,11590,,$8.915 / kg,,Jumbo,https://www.jumbo.cl/sobrecostilla-v-n-2002753-kg/p,https://jumbocl.vteximg.com.br/arquivos/ids/618545/SOBRECOSTILLA-V-N.jpg?v=639111836423170000,
Carnes y Pescados,Carnes,Posta Rosada Premium La Hacienda Regenerativa al Vacío kg,Sin marca,general,,12990,12990,,$9.992 / kg,,Jumbo,https://www.jumbo.cl/posta-rosada-v-na-2002737-kg/p,https://jumbocl.vteximg.com.br/arquivos/ids/452309/POSTA-ROSADA-V-NA.jpg?v=638852157126270000,
Carnes y Pescados,Carnes,Choclillo Premium La Hacienda Regenerativa al Vacío kg,Sin marca,general,,10590,10590,,$9.627 / kg,,Jumbo,https://www.jumbo.cl/choclillo-cat-v-n-2002747-kg/p,https://jumbocl.vteximg.com.br/arquivos/ids/452288/CHOCLILLO-CAT-V-N.jpg?v=638852156963700000,
Carnes y Pescados,Carnes,Arrachera Premium La Hacienda Regenerativa al Vacío kg,Sin marca,general,,18890,18890,,$17.172 / kg,,Jumbo,https://www.jumbo.cl/tapabarriga-arrach-2002805-kg/p,https://jumbocl.vteximg.com.br/arquivos/ids/618541/TAPABARRIGA-ARRACH.jpg?v=639111836366030000,
Carnes y Pescados,Carnes,Chuletitas de Cerdo Natural para Freír 540 g,Sin marca,general,540 g,3990,3990,,$7.388 / kg,,Jumbo,https://www.jumbo.cl/chuletitas-de-cerdo-natural-para-freir-540-g-1926665/p,https://jumbocl.vteximg.com.br/arquivos/ids/468459/CHULETITA-C-F-540G.jpg?v=638869990728200000,
Carnes y Pescados,Carnes,Canelones de Carne 350 g,Sin marca,general,350 g,990,990,,$2.828 / kg,,Jumbo,https://www.jumbo.cl/canelones-de-carne-350-g-1932740/p,https://jumbocl.vteximg.com.br/arquivos/ids/463739/Canelones-de-carne-350-g.jpg?v=638869964559170000,
Carnes y Pescados,Carnes,Hamburguesas Americanas de Vacuno 120 g 4 un.,Sin marca,general,120 g,5149,5149,,$10.727 / kg,,Jumbo,https://www.jumbo.cl/hamburguesas-americanas-de-vacuno-4-un-120-g-c-u-1794609/p,https://jumbocl.vteximg.com.br/arquivos/ids/471287/Caja-de-hamburguesas-americanas-de-vacuno-4-unid-120-g-c-u.jpg?v=638870009257670000,
Carnes y Pescados,Carnes,Ravioles Carne Verduras 450 g,Sin marca,general,450 g,4790,4790,,$10.644 / kg,,Jumbo,https://www.jumbo.cl/ravioles-carne-verduras-450-g-1906488/p,https://jumbocl.vteximg.com.br/arquivos/ids/463104/Ravioles-carne-verduras-450-g.jpg?v=638869960854230000,
Carnes y Pescados,Carnes,Lasaña Carne Mechada 1 kg,Sin marca,general,1 kg,14990,14990,,$14.990 / kg,,Jumbo,https://www.jumbo.cl/lasana-carne-mechada-1-kg-1921721/p,https://jumbocl.vteximg.com.br/arquivos/ids/463312/Lasa%C3%B1a-carne-mechada-1-kg.jpg?v=638869962022000000,
Carnes y Pescados,Carnes,Hamburguesa de Vacuno King 185 g,Sin marca,general,185 g,1450,1450,,$7.837 / kg,,Jumbo,https://www.jumbo.cl/hamburguesa-de-vacuno-king-185-g-1558860/p,https://jumbocl.vteximg.com.br/arquivos/ids/468801/Hamburguesa-de-Vacuno-King-185-g.jpg?v=638869992469300000,
Carnes y Pescados,Carnes,Hamburguesa de Vacuno Capital Blend 3 Pimientas 600 g,Sin marca,general,600 g,9290,9290,,$15.483 / kg,,Jumbo,https://www.jumbo.cl/caja-hamburguesa-de-vacuno-3-pimientas-600-g-1921653/p,https://jumbocl.vteximg.com.br/arquivos/ids/466864/CAJA-HAMB-VAC-3-PIMIENTAS-CAPITAL-B-600G.jpg?v=638869982672270000,
Carnes y Pescados,Carnes,Hamburguesa de Vacuno Capital Blend 600 g,Sin marca,general,600 g,9290,9290,,$15.483 / kg,,Jumbo,https://www.jumbo.cl/caja-hamburguesa-de-vacuno-600-g-1921654/p,https://jumbocl.vteximg.com.br/arquivos/ids/470938/CAJA-HAMB-VAC-CAPITAL-BLEND-600G.jpg?v=638870006323100000,
Carnes y Pescados,Carnes,Tuto Deshuesado Chileno Super Pollo 1 kg,Sin marca,general,1 kg,5390,5390,,$5.390 / kg,,Jumbo,https://www.jumbo.cl/tuto-deshuesado-chileno-super-pollo-1-kg-1642090/p,https://jumbocl.vteximg.com.br/arquivos/ids/467893/Trutro-Entero-a-la-Chilena-Super-Pollo-1-kg.jpg?v=638869987963030000,
Carnes y Pescados,Carnes,Pulpa Criolla de Pierna 500 g,Sin marca,general,500 g,3290,3290,,$6.580 / kg,,Jumbo,https://www.jumbo.cl/pulpa-criolla-de-pierna-500-g-1899007/p,https://jumbocl.vteximg.com.br/arquivos/ids/467161/Pulpa-cerdo-criollo-500-g.jpg?v=638869984141370000,
Carnes y Pescados,Carnes,Corazón de Pollo 450 g,Sin marca,general,450 g,1590,1590,,$3.533 / kg,,Jumbo,https://www.jumbo.cl/corazon-de-pollo-450-g-1433848/p,https://jumbocl.vteximg.com.br/arquivos/ids/466878/Corazon-de-pollo-450-g.jpg?v=638869982718130000,
Carnes y Pescados,Carnes,Contre Ariztía 600 g de Pollo,Sin marca,general,600 g,1890,1890,,$3.150 / kg,,Jumbo,https://www.jumbo.cl/contre-ariztia-600-g-de-pollo-1433846/p,https://jumbocl.vteximg.com.br/arquivos/ids/464348/Contre-Ariztia-600-g-de-pollo.jpg?v=638869967730330000,
Carnes y Pescados,Carnes,Hamburguesa de Vacuno Estuche 8 un.,Sin marca,general,8 un,6290,6290,,$7.862 / kg,,Jumbo,https://www.jumbo.cl/hamburguesa-de-vacuno-estuche-8-un-1937183/p,https://jumbocl.vteximg.com.br/arquivos/ids/465725/Estuche-hamburguesa-800-g.jpg?v=638869976404230000,
Carnes y Pescados,Carnes,Pollo Ganso Premium La Hacienda Regenerativa al Vacío kg,Sin marca,general,,13590,13590,,$13.590 / kg,,Jumbo,https://www.jumbo.cl/pollo-ganso-v-nac-2002741-kg/p,https://jumbocl.vteximg.com.br/arquivos/ids/489443/POLLO-GANSO-V-NAC.jpg?v=638900037830730000,
Carnes y Pescados,Carnes,Punta Paleta Al Vacío kg,Sin marca,general,,8990,8990,,$5.288 / kg,,Jumbo,https://www.jumbo.cl/punta-paleta-cat-v-5/p,https://jumbocl.vteximg.com.br/arquivos/ids/587163/Punta-Paleta-Al-Vacio-kg.jpg?v=639084021199500000,
Carnes y Pescados,Carnes,Posta Negra Al Vacío kg,Sin marca,general,,8990,8990,,$5.993 / kg,,Jumbo,https://www.jumbo.cl/posta-negra-cat-v-19/p,https://jumbocl.vteximg.com.br/arquivos/ids/560396/Posta-Negra-Al-Vacio-kg.jpg?v=639033016531800000,
Carnes y Pescados,Carnes,Palanca Al Vacío kg,Sin marca,general,,14490,14490,,$13.172 / kg,,Jumbo,https://www.jumbo.cl/palanca-cat-v-5/p,https://jumbocl.vteximg.com.br/arquivos/ids/587194/Palanca-Al-Vacio-kg.jpg?v=639084021269470000,
Carnes y Pescados,Carnes,Sobrecostilla Al Vacío kg,Sin marca,general,,8790,8790,,$6.761 / kg,,Jumbo,https://www.jumbo.cl/sobrecostilla-cat-v-23/p,https://jumbocl.vteximg.com.br/arquivos/ids/587066/Sobrecostilla-Al-Vacio-kg.jpg?v=639084020912400000,
Carnes y Pescados,Carnes,Huachalomo Al Vacío kg,Omo,general,,8790,8790,,$5.860 / kg,,Jumbo,https://www.jumbo.cl/huachalomo-cat-v-20/p,https://jumbocl.vteximg.com.br/arquivos/ids/587199/Huachalomo-Al-Vacio-kg.jpg?v=639084021285930000,
Carnes y Pescados,Carnes,Punta Paleta Al Vacío kg,Sin marca,general,,10590,10590,,$6.229 / kg,,Jumbo,https://www.jumbo.cl/punta-paleta-cat-v-13/p,https://jumbocl.vteximg.com.br/arquivos/ids/587063/Punta-Paleta-Al-Vacio-kg.jpg?v=639084020898400000,
Carnes y Pescados,Carnes,Ganso Al Vacío kg,Sin marca,general,,9790,9790,,$6.526 / kg,,Jumbo,https://www.jumbo.cl/ganso-cat-v-11/p,https://jumbocl.vteximg.com.br/arquivos/ids/586927/Ganso-Al-Vacio-kg.jpg?v=639084020453870000,
Carnes y Pescados,Carnes,Lomo Liso Al Vacío kg,Omo,general,,17590,17590,,$13.530 / kg,,Jumbo,https://www.jumbo.cl/lomoliso-envasado-12kgaprox-26/p,https://jumbocl.vteximg.com.br/arquivos/ids/603962/Lomo-Liso-Al-Vacio-kg.jpg?v=639101674914730000,
Carnes y Pescados,Carnes,Filete Al Vacío kg,Sin marca,general,,12290,12290,,$7.229 / kg,,Jumbo,https://www.jumbo.cl/filete-cat-v-8/p,https://jumbocl.vteximg.com.br/arquivos/ids/587222/Filete-Al-Vacio-kg.jpg?v=639084021347800000,
Carnes y Pescados,Carnes,Lomo Vetado Al Vacío kg,Omo,general,,14990,14990,,$9.993 / kg,,Jumbo,https://www.jumbo.cl/lomo-vetado-cat-v-32/p,https://jumbocl.vteximg.com.br/arquivos/ids/587204/Lomo-Vetado-Al-Vacio-kg.jpg?v=639084021305230000,
Carnes y Pescados,Carnes,Posta Rosada Al Vacío kg,Sin marca,general,,8990,8990,,$5.993 / kg,,Jumbo,https://www.jumbo.cl/posta-rosada-cat-v-19/p,https://jumbocl.vteximg.com.br/arquivos/ids/587251/Posta-Rosada-Al-Vacio-kg.jpg?v=639084021428630000,
Carnes y Pescados,Carnes,Ganso Al Vacío kg,Sin marca,general,,7890,7890,,$5.260 / kg,,Jumbo,https://www.jumbo.cl/ganso-cat-v-18/p,https://jumbocl.vteximg.com.br/arquivos/ids/587294/Ganso-Al-Vacio-kg.jpg?v=639084021553300000,
Carnes y Pescados,Carnes,Punta Picana Al Vacío kg,Sin marca,general,,10290,10290,,$9.354 / kg,,Jumbo,https://www.jumbo.cl/punta-picana-cat-v-9/p,https://jumbocl.vteximg.com.br/arquivos/ids/587096/Punta-Picana-Al-Vacio-kg.jpg?v=639084021013470000,
Carnes y Pescados,Carnes,Malaya Al Vacío kg,Sin marca,general,,8990,8990,,$7.491 / kg,,Jumbo,https://www.jumbo.cl/malaya-cat-v-4/p,https://jumbocl.vteximg.com.br/arquivos/ids/586876/Malaya-Al-Vacio-kg.jpg?v=639084020269330000,
Carnes y Pescados,Carnes,Lomo Vetado Al Vacío kg,Omo,general,,17990,17990,,$11.993 / kg,,Jumbo,https://www.jumbo.cl/lomo-vetado-cat-v-39/p,https://jumbocl.vteximg.com.br/arquivos/ids/586904/Lomo-Vetado-Al-Vacio-kg.jpg?v=639084020392600000,
Carnes y Pescados,Carnes,Sobrecostilla Al Vacío kg,Sin marca,general,,6290,6290,,$4.838 / kg,,Jumbo,https://www.jumbo.cl/sobrecostilla-cat-v-24/p,https://jumbocl.vteximg.com.br/arquivos/ids/587044/Sobrecostilla-Al-Vacio-kg.jpg?v=639084020807730000,
Carnes y Pescados,Carnes,Huachalomo Al Vacío kg,Omo,general,,6290,6290,,$4.193 / kg,,Jumbo,https://www.jumbo.cl/huachalomo-cat-v-24/p,https://jumbocl.vteximg.com.br/arquivos/ids/587049/Huachalomo-Al-Vacio-kg.jpg?v=639084020828300000,
Carnes y Pescados,Carnes,Punta Picana Al Vacío kg,Sin marca,general,,7290,7290,,$6.627 / kg,,Jumbo,https://www.jumbo.cl/punta-picana-cat-v-5/p,https://jumbocl.vteximg.com.br/arquivos/ids/587142/Punta-Picana-Al-Vacio-kg.jpg?v=639084021145100000,
Carnes y Pescados,Carnes,Pollo Ganso Al Vacío kg,Sin marca,general,,9990,9990,,$4.540 / kg,,Jumbo,https://www.jumbo.cl/pollo-ganso-cat-v-16/p,https://jumbocl.vteximg.com.br/arquivos/ids/587109/Pollo-Ganso-Al-Vacio-kg.jpg?v=639084021061000000,
Carnes y Pescados,Carnes,Pollo Ganso Al Vacío kg,Sin marca,general,,7290,7290,,$3.313 / kg,,Jumbo,https://www.jumbo.cl/pollo-ganso-cat-v-11/p,https://jumbocl.vteximg.com.br/arquivos/ids/586944/Pollo-Ganso-Al-Vacio-kg.jpg?v=639084020505200000,
Carnes y Pescados,Carnes,Pollo Ganso Al Vacío kg,Sin marca,general,,11190,11190,,$11.190 / kg,,Jumbo,https://www.jumbo.cl/pollo-ganso-arg-rancho-grande-v-kg-1955091-kg/p,https://jumbocl.vteximg.com.br/arquivos/ids/587002/Pollo-Ganso-Al-Vacio-kg.jpg?v=639084020689370000,
Carnes y Pescados,Carnes,Entraña Al Vacío kg,Sin marca,general,,6990,6990,,$6.990 / kg,,Jumbo,https://www.jumbo.cl/estomaguillo-v-nac-kg-envasado-local-1742842-kg/p,https://jumbocl.vteximg.com.br/arquivos/ids/586964/Entra%C3%B1a-Al-Vacio-kg.jpg?v=639084020573500000,
Carnes y Pescados,Carnes,Punta Picana Al Vacío kg,Sin marca,general,,14390,14390,,$14.390 / kg,,Jumbo,https://www.jumbo.cl/punta-picana-arg-rancho-grande-v-kg-1955085-kg/p,https://jumbocl.vteximg.com.br/arquivos/ids/586993/Punta-Picana-Al-Vacio-kg.jpg?v=639084020660230000,
Carnes y Pescados,Carnes,Ganso Al Vacío kg,Sin marca,general,,10190,10190,,$10.190 / kg,,Jumbo,https://www.jumbo.cl/ganso-porc-arg-rancho-grande-v-kg-1955093-kg/p,https://jumbocl.vteximg.com.br/arquivos/ids/587007/Ganso-Al-Vacio-kg.jpg?v=639084020699800000,
Carnes y Pescados,Carnes,Lomo Vetado Al Vacío kg,Omo,general,,18590,18590,,$18.590 / kg,,Jumbo,https://www.jumbo.cl/lomo-vetado-porc-arg-rancho-grande-v-kg-1955087-kg/p,https://jumbocl.vteximg.com.br/arquivos/ids/560197/Lomo-Vetado-Al-Vacio-kg.jpg?v=639033015748000000,
