sup,nombre,categoria,subcategoria,reason,sugerida,conf
Unimarc,Bebida coca cola light desechable 3 l,"Lácteos, Huevos y Congelados",Leche,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Red bull bebida energética sabor tropical lata 250 ml,"Lácteos, Huevos y Congelados",Leche,bebida_fuera_de_bebidas,Bebidas > Bebidas Energeticas,Media
Unimarc,Bebida isotónica gatorade zero blue berry 1 l,"Lácteos, Huevos y Congelados",Leche,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Bebida fanta naranja sin azúcar 1.25 l,"Lácteos, Huevos y Congelados",Leche,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Bebida coca cola zero botella 591 ml,"Lácteos, Huevos y Congelados",Leche,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Pack bebida coca cola light lata 6 un de 350 ml,"Lácteos, Huevos y Congelados",Leche,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Red bull bebida energética lata 250 ml,"Lácteos, Huevos y Congelados",Leche,bebida_fuera_de_bebidas,Bebidas > Bebidas Energeticas,Media
Unimarc,Bebida canada dry ginger ale zero no retornable 3 l,"Lácteos, Huevos y Congelados",Leche,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Bebida fanta pomelo zero desechable 1.25 l,"Lácteos, Huevos y Congelados",Leche,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Bebida orange crush no retornable 3 l,"Lácteos, Huevos y Congelados",Leche,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Bebida isotónica gatorade cool blue 1 l,"Lácteos, Huevos y Congelados",Leche,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Red bull bebida energética sabor acaí lata 250 ml,"Lácteos, Huevos y Congelados",Leche,bebida_fuera_de_bebidas,Bebidas > Bebidas Energeticas,Media
Unimarc,Bebida vegetal de almendras orasí 1 l,"Lacteos, Huevos y Congelados",Huevos,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Yogurt batido yogu yogu mora 6 un de 115 ml,"Lacteos, Huevos y Congelados",Yogurt,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Yogurt batido yogu yogu frutilla 6 un de 115 ml,"Lacteos, Huevos y Congelados",Yogurt,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Yoghurt batido yogu yogu sabor mora botella 900 g,"Lacteos, Huevos y Congelados",Yogurt,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Yoghurt batido yogu yogu sabor frutilla botella 900 g,"Lacteos, Huevos y Congelados",Yogurt,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Sucedáneo jugo de limón traverso 500 ml,Despensa,Aceite,bebida_fuera_de_bebidas,Bebidas > Jugos,Media
Unimarc,Sucedáneo jugo de limón traverso 1 l,Despensa,Aceite,bebida_fuera_de_bebidas,Bebidas > Jugos,Media
Unimarc,Sucedáneo jugo de limón nuestra cocina botella 500 ml,Despensa,Aceite,bebida_fuera_de_bebidas,Bebidas > Jugos,Media
Unimarc,Sucedáneo jugo limón de pica traverso 500 ml,Despensa,Aceite,bebida_fuera_de_bebidas,Bebidas > Jugos,Media
Unimarc,Sucedáneo jugo limón de pica nuestra cocina botella 500 ml,Despensa,Aceite,bebida_fuera_de_bebidas,Bebidas > Jugos,Media
Unimarc,Bebida coca cola zero 1 l,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Bebida coca cola zero desechable 3 l,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Pack bebida coca cola zero lata 6 un de 350 ml,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Bebida coca cola zero botella 591 ml,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Bebida coca cola zero 1.5 l,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Bebida pepsi zero no retornable 3 l,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Pack bebida pepsi zero lata 6 un de 350 ml,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Bebida coca cola light 1 l,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Pack bebida coca cola + sprite sin azúcar 2 un 3 l,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Bebida coca cola light desechable 3 l,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Pack bebida coca cola light lata 6 un de 350 ml,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Bebida coca cola light botella 591 ml,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Bebida pepsi zero desechable 1.25 l,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Pack bebida coca cola + fanta sin azúcar 2 un de 3 l,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Bebida coca cola zero lata 473 ml (diseño aleatorio),Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Bebida pepsi zero 600 ml,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Pack bebida coca cola + nordic sin azúcar 2 un de 3 l,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Bebida coca cola light 1.5 l,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Cóctel whisky jack daniels y coca cola sin azúcar lata 350 ml,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Bebida pepsi zero no retornable 1.5 l,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Bebida coca cola original 1 l,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Bebida coca cola original desechable 3 l,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Pack bebida coca cola original lata 6 un de 350 ml,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Bebida pepsi no retornable 3 l,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Bebida kem piña no retornable 3 l,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Pack bebida pepsi lata 6 un de 350 ml,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Pack bebida kem piña lata 6 un de 350 ml,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Pack bebida limón soda lata 6 un de 350 ml,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Bebida limón soda no retornable 3 l,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Galletas mckay vino 155 g,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Vinos,Media
Unimarc,Pack bebida bilz lata 6 un de 350 ml,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
Unimarc,Pack bebida canada dry ginger ale lata 6 un de 350 ml,Despensa,Azucar,bebida_fuera_de_bebidas,Bebidas > Bebidas,Media
