timestamp,source,nombre,categoria,subcategoria,reason,suggested_category,suggested_subcategory,confidence
2026-06-01T22:38:38,scraper_lider,Bebida De Arroz Sabor Chocolate 200 ml Vilay,"Lacteos, Huevos y Congelados",Huevos,bebida_fuera_de_bebidas,Bebidas,Bebidas,Media
2026-06-01T22:38:38,scraper_lider,Bebida Vegetal Barista Almendra 1 L Vilay,"Lacteos, Huevos y Congelados",Huevos,bebida_fuera_de_bebidas,Bebidas,Bebidas,Media
2026-06-01T22:38:38,scraper_lider,Bebida Vegetal Notshake Protein Chocolate 250 ml Notco,"Lacteos, Huevos y Congelados",Huevos,bebida_fuera_de_bebidas,Bebidas,Bebidas,Media
2026-06-01T22:38:38,scraper_lider,Bebida Vegetal Barista Soya 1 L Orasi,"Lacteos, Huevos y Congelados",Huevos,bebida_fuera_de_bebidas,Bebidas,Bebidas,Media
2026-06-01T22:38:38,scraper_lider,Bebida Vegetal Almendra Sin Azucar 1 L Orasi,"Lacteos, Huevos y Congelados",Huevos,bebida_fuera_de_bebidas,Bebidas,Bebidas,Media
2026-06-01T22:38:39,scraper_lider,Bebida Vegetal Almendras 6x1 1 L Loncoleche,"Lacteos, Huevos y Congelados",Huevos,bebida_fuera_de_bebidas,Bebidas,Bebidas,Media
2026-06-01T22:38:39,scraper_lider,Bebida Leche Láctea Trencito Chocolate Caja,"Lacteos, Huevos y Congelados",Huevos,bebida_fuera_de_bebidas,Bebidas,Bebidas,Media
2026-06-01T22:38:39,scraper_lider,Bebida Vegetal Almendras Sabor Original Sin Azúcar 1 L Vilay,"Lacteos, Huevos y Congelados",Huevos,bebida_fuera_de_bebidas,Bebidas,Bebidas,Media
2026-06-01T22:38:39,scraper_lider,Bebida Vegetal Almendras Sin Azúcar 946 ml Great Value,"Lacteos, Huevos y Congelados",Huevos,bebida_fuera_de_bebidas,Bebidas,Bebidas,Media
2026-06-01T22:38:40,scraper_lider,Yoghurt Batido Mora Botella 900 g Yogu Yogu,"Lacteos, Huevos y Congelados",Huevos,bebida_fuera_de_bebidas,Bebidas,Bebidas,Media
2026-06-01T22:38:41,scraper_lider,Yoghurt Batido Frutilla Botella 900 g Yogu Yogu,"Lacteos, Huevos y Congelados",Huevos,bebida_fuera_de_bebidas,Bebidas,Bebidas,Media
2026-06-01T22:38:41,scraper_lider,Bebida Vegetal Notmilk Zero 1 L NotCo,"Lacteos, Huevos y Congelados",Huevos,bebida_fuera_de_bebidas,Bebidas,Bebidas,Media
2026-06-01T22:38:41,scraper_lider,Bebida Vegetal Soya 1 L Orasí,"Lacteos, Huevos y Congelados",Huevos,bebida_fuera_de_bebidas,Bebidas,Bebidas,Media
2026-06-01T22:38:41,scraper_lider,Bebida Vegetal Arroz 1 l Orasí,"Lacteos, Huevos y Congelados",Huevos,bebida_fuera_de_bebidas,Bebidas,Bebidas,Media
2026-06-01T22:38:41,scraper_lider,Bebida Láctea Probiótico Uno Sabor Frutilla Pack 12 Botella 80 ml c/u Soprole,"Lacteos, Huevos y Congelados",Huevos,bebida_fuera_de_bebidas,Bebidas,Bebidas,Media
2026-06-01T22:38:41,scraper_lider,Bebida Vegetal Notmilk Low Fat 1 L NotCo,"Lacteos, Huevos y Congelados",Huevos,bebida_fuera_de_bebidas,Bebidas,Bebidas,Media
2026-06-01T22:38:41,scraper_lider,Bebida Láctea Probiótico Uno Multifruta Pack 12 Botella 80 ml c/u Soprole,"Lacteos, Huevos y Congelados",Huevos,bebida_fuera_de_bebidas,Bebidas,Bebidas,Media
2026-06-01T22:38:41,scraper_lider,Bebida Vegetal Original 1 L Nature's Heart,"Lacteos, Huevos y Congelados",Huevos,bebida_fuera_de_bebidas,Bebidas,Bebidas,Media
2026-06-01T22:38:41,scraper_lider,Bebida Láctea Probiótico Sabor Frutilla Pack Botella 6 Botellas 90 cc c/u Calán,"Lacteos, Huevos y Congelados",Huevos,bebida_fuera_de_bebidas,Bebidas,Bebidas,Media
2026-06-01T22:38:43,scraper_lider,Crema Multipropósito Nivea Creme,"Lacteos, Huevos y Congelados",Crema,higiene_fuera_de_higiene,Higiene Personal,Cuidado Facial,Alta
2026-06-01T22:38:43,scraper_lider,Crema Multipropósito Nivea Creme,"Lacteos, Huevos y Congelados",Crema,higiene_fuera_de_higiene,Higiene Personal,Cuidado Facial,Alta
2026-06-01T22:38:43,scraper_lider,Crema Facial Pack Hidratante + Luminosidad 1 Un Petrizzio,"Lacteos, Huevos y Congelados",Crema,higiene_fuera_de_higiene,Higiene Personal,Cuidado Facial,Alta
2026-06-01T22:38:43,scraper_lider,Crema Dove De Tratamiento Reconstrucción + Aminoacidos,"Lacteos, Huevos y Congelados",Crema,higiene_fuera_de_higiene,Higiene Personal,Cuidado Facial,Alta
