cantidad_productos,formatos,marcas,motivos,muestra_nombres,producto_base,productos_ids
2,0.37l;0.68l,sin marca,formatos incompatibles,Acondicionador Elvive Ha Pure 680 ml | Acondicionador Elvive Ha Pure 370 ml,acondicionador_elvive_ha_pure_sin_marca,26882;27009
2,0.37l;0.68l,sin marca,formatos incompatibles,Acondicionador Elvive Aminexil Anti-Caída 680 ml | Acondicionador Elvive Aminexil Anti-Caída 370 ml,acondicionador_elvive_aminexil_anti_caida_sin,26883;27017
2,0.37l;0.68l,sin marca,formatos incompatibles,Acondicionador Elvive Colágeno 370 ml | Acondicionador Elvive Colágeno 680 ml,acondicionador_elvive_colageno_sin_marca_general,26899;26928
2,0.35l;0.65l,sin marca,formatos incompatibles,Acondicionador Fructis Aloe Hidra Bomb 350 ml | Acondicionador Fructis Aloe Hidra Bomb 650 ml,acondicionador_fructis_aloe_hidra_bomb_sin,26906;26990
2,0.19l;0.34l,sin marca,formatos incompatibles,Acondicionador Sedal Hialurónico y Vitamina A 340 ml | Acondicionador Sedal Hialurónico + Vitamina A 190 ml,acondicionador_sedal_hialuronico_vitamina_a_sin,26909;27324
2,0.37l;0.68l,sin marca,formatos incompatibles,Acondicionador Elvive Glycolic Crystal 370 ml | Acondicionador Elvive Glycolic Crystal 680 ml,acondicionador_elvive_glycolic_crystal_sin_marca,26910;27002
2,0.25l;0.51l,sin marca,formatos incompatibles,Acondicionador Pantene Pro-V Miracles Colágeno 250 ml | Acondicionador Pantene Pro-V Miracles Colágeno 510 ml,acondicionador_pantene_pro_v_miracles_colageno,26911;27059
2,0.19l;0.34l,nido,formatos incompatibles,Acondicionador Sedal Rizos Definidos 190 ml | Acondicionador Sedal Rizos Definidos 340 ml,acondicionador_sedal_rizos_definidos_nido_general,26925;26966
2,0.35l;0.65l,sin marca,formatos incompatibles,Acondicionador Garnier Fructis Probióticos Fuerza 350 ml | Acondicionador Garnier Fructis Probióticos Fuerza 650 ml,acondicionador_garnier_fructis_probioticos_fuerza_sin,26926;26942
3,0.19l;0.34l;0.65l,sin marca,formatos incompatibles,Acondicionador Sedal Colágeno y Vitamina C 340 ml | Acondicionador Sedal Colágeno y Vitamina C 650 ml | Acondicionador Sedal Colágeno + Vitamina C 190 ml,acondicionador_sedal_colageno_vitamina_c_sin,26929;27087;27325
2,0.35l;0.65l,sin marca,formatos incompatibles,Acondicionador Borrador de Daño 650 ml | Acondicionador Borrador de Daño 350 ml,acondicionador_borrador_dano_sin_marca_general,26937;26953
2,0.37l;0.65l,sin marca,formatos incompatibles,Bálsamo Dove Hidratación + Ácido Hialurónico y Vitamina 370 ml | Bálsamo Dove Hidratación + Ácido Hialurónico y Vitamina 650 ml,balsamo_dove_hidratacion_acido_hialuronico_vitamina,26938;26980
4,0.17l;0.2l;0.3l;0.4l,sin marca,formatos incompatibles,Acondicionador Pantene Pro-V Restauración 400 ml | Acondicionador Pantene Pro-V Restauración 300 ml | Acondicionador Pantene Pro-V Restauración 170 ml | Acondicionador Pantene Pro-V Restauración 200 ml,acondicionador_pantene_pro_v_restauracion_sin,26945;27075;27161;27330
3,0.37l;0.4l;0.68l,sin marca,formatos incompatibles,Acondicionador Elvive Reparación Total 5 680 ml | Acondicionador Elvive Reparación Total 5 370 ml | Acondicionador Elvive Reparación Total 5 400 ml,acondicionador_elvive_reparacion_total_5_sin,26962;26970;27159
2,0.4l;0.6l,sin marca,formatos incompatibles,Acondicionador Herbal Essences Detox Té Verde & Menta 400 ml | Acondicionador Herbal Essences Detox Té Verde & Menta 600 ml,acondicionador_herbal_essences_detox_te_verde,26981;26987
2,0.35l;0.65l,sin marca,formatos incompatibles,Acondicionador Fructis Recarga Nutritiva 650 ml | Acondicionador Fructis Recarga Nutritiva 350 ml,acondicionador_fructis_recarga_nutritiva_sin_marca,26984;27245
3,0.37l;0.4l;0.68l,sin marca,formatos incompatibles,Acondicionador Elvive Dream Long Liss 370 ml | Acondicionador Elvive Dream Long Liss 680 ml | Acondicionador Elvive Dream Long Liss 400 ml,acondicionador_elvive_dream_long_liss_sin,27026;27203;27342
2,0.25l;0.51l,sin marca,formatos incompatibles,Acondicionador Pantene Equilibrio Cabello Mixto 510 ml | Acondicionador Pantene Equilibrio Cabello Mixto 250 ml,acondicionador_pantene_equilibrio_cabello_mixto_sin,27096;27311
2,0.4l;0.75l,sin marca,formatos incompatibles,Acondicionador Dove Reconstrucción Completa 750 ml | Acondicionador Dove Reconstrucción Completa 400 ml,acondicionador_dove_reconstruccion_completa_sin_marca,27103;27104
2,0.37l;0.68l,sin marca,formatos incompatibles,Acondicionador Elvive Dream Long 370 ml | Acondicionador Elvive Dream Long 680 ml,acondicionador_elvive_dream_long_sin_marca,27105;27110
2,0.4l;0.75l,sin marca,formatos incompatibles,Acondicionador Dove Regeneración Extrema 750 ml | Acondicionador Dove Regeneración Extrema 400 ml,acondicionador_dove_regeneracion_extrema_sin_marca,27106;27109
2,0.4l;0.7l,sin marca,formatos incompatibles,Acondicionador Pantene Pro-V Liso Extremo 400 ml | Acondicionador Pantene Pro-V Liso Extremo 700 ml,acondicionador_pantene_pro_v_liso_extremo,27156;27176
2,0.75l;1.3l,sin marca,formatos incompatibles,Jabón Líquido Ballerina Yogurt y Arándanos 750 ml | Jabón Líquido Ballerina Yogurt Arándanos 1.3 L,jabon_ballerina_yogurt_arandanos_sin_marca,27348;27417
3,0.75l;1.5l;1l,sin marca,formatos incompatibles,Jabón Líquido Simond's Dermo Care Avena 1 L | Jabón Líquido Simond's Dermo Care Avena 1.5 L | Jabón Líquido Simond's Dermo Care Avena Doypack 750 ml,jabon_simond_s_dermo_care_avena,27352;27360;27378
2,0.75l;1.5l,sin marca,formatos incompatibles,Jabón Líquido Simond's Dermo Care Hygienic 750 ml | Jabón Líquido Simond's Dermo Care Hygienic 1.5 L,jabon_simond_s_dermo_care_hygienic,27355;27359
2,0.23l;0.7l,sin marca,formatos incompatibles,Jabón Líquido Elite Humectante 230 ml | Jabón Líquido Elite Humectante 700 ml,jabon_elite_humectante_sin_marca_liquido,27365;27380
2,0.25l;0.75l,sin marca,formatos incompatibles,Jabón Líquido Le Sancy Antibacterial 750 ml | Jabón Líquido Le Sancy Antibacterial 250 ml,jabon_le_sancy_antibacterial_sin_marca,27366;27470
2,0.45l;0.7l,sin marca,formatos incompatibles,Jabón Líquido Dove Karité 450 ml | Jabón Líquido Dove Karité 700 ml,jabon_dove_karite_sin_marca_liquido,27368;27395
2,0.76l;0.9l,sin marca,formatos incompatibles,Jabón Líquido Palmolive Naturals Jazmín y Manteca de Cacao 900 ml | Jabón Líquido Palmolive Naturals Jazmin & Manteca de Cacao 760 ml,jabon_palmolive_s_jazmin_manteca_cacao,27371;27534
2,0.95l;1.3l,sin marca,formatos incompatibles,Jabón Líquido Ballerina Avena Almendra 1.3 L | Jabón Ballerina Avena Almendra 950 ml,jabon_ballerina_avena_almendra_sin_marca,27377;27474
2,0.75l;1l,sin marca,formatos incompatibles,Jabón Líquido Simond's Dermo Care Cremoso Ph Neutro 1 L | Jabón Líquido Simond's Dermo Care Cremoso Doypack 750 ml,jabon_simond_s_dermo_care_cremoso,27387;27421
3,0.09kg;0.15kg,sin marca,formatos incompatibles,Jabón Barra Le Sancy Aceite de Almendras 90 g 3 un. | Jabón Barra Le Sancy Aceite de Almendras 150 g 2 un. | Jabón Barra Le Sancy Aceite de Almendras 150 g,jabon_barra_le_sancy_aceite_almendras,27389;27536;27686
2,0.45l;0.7l,sin marca,formatos incompatibles,Jabón Líquido Dove Cuidado Delicado 450 ml | Jabón Líquido Dove Cuidado Delicado 700 ml,jabon_dove_cuidado_delicado_sin_marca,27392;27418
2,0.085kg;0.09kg,sin marca,formatos incompatibles,Jabón Barra Nivea Orquídeas 90 g 3 un. | Jabón Barra Nivea Orquídeas 3 un. 85 g,jabon_barra_nivea_orquideas_3_un_,27405;27626
2,0.3l;1l,sin marca,formatos incompatibles,Jabón Líquido Bacterion Avena y Miel 1 L | Jabón Líquido Bacterion Avena y Miel 300 ml,jabon_bacterion_avena_miel_sin_marca,27469;27672
2,0.09kg;0.15kg,sin marca,formatos incompatibles,Jabón Barra Le Sancy Karité & Verbena 90 g 3 un. | Jabón Barra Le Sancy Karite & Verbena 2 un. de 150 g,jabon_barra_le_sancy_karite_verbena,27529;27533
2,0.25l;0.4l,sin marca,formatos incompatibles,Jabón syndet gel ph5 400 ml | Jabón syndet gel ph5 250 ml,jabon_syndet_gel_ph5_sin_marca,27546;27591
2,0.09kg;0.15kg,sin marca,formatos incompatibles,Jabón Barra Le Sancy Frutos Rojos 3 un. 90 g | Jabón Barra Le Sancy Frutos Rojos 150 g 2 un.,jabon_barra_le_sancy_frutos_rojos,27593;27679
2,0.06l;0.25l,sin marca,formatos incompatibles,Jabón Alcohol Gel Family Care 60 ml | Jabón Alcohol Gel Family Care 250 ml,jabon_alcohol_gel_family_care_sin,27596;27604
2,0.5l;1l,sin marca,formatos incompatibles,Jabón Líquido Ballerina Ph5 500 ml | Jabón Líquido Ballerina Ph5 1 L,jabon_ballerina_ph5_sin_marca_liquido,27598;27605
2,0.5l;1l,sin marca,formatos incompatibles,Jabón Líquido Ballerina Karité 500 ml | Jabón Líquido Ballerina Karité 1 L,jabon_ballerina_karite_sin_marca_liquido,27602;27606
2,0.35l;1l,sin marca,formatos incompatibles,Jabón Líquido Antibacterial Bidex Aloe 350 ml | Jabón Líquido Antibacterial Bidex Aloe 1 L,jabon_antibacterial_bidex_aloe_sin_marca,27614;27620
2,0.25l;0.6l,sin marca,formatos incompatibles,Jabón Líquido Dettol Espadol Revitalizante 250 ml | Jabón Líquido Dettol Espadol Revitalizante 600 ml,jabon_dettol_espadol_revitalizante_sin_marca,27616;27618
2,0.25l;0.6l,sin marca,formatos incompatibles,Jabón Líquido Dettol Espadol 600 ml | Jabón Líquido Dettol Espadol 250 ml,jabon_dettol_espadol_sin_marca_liquido,27617;27619
2,0.35l;1l,sin marca,formatos incompatibles,Jabón Líquido Bidex Neutro 1000 ml | Jabón Líquido Bidex Neutro 350 ml,jabon_bidex_neutro_sin_marca_liquido,27640;27643
2,0.35l;1l,sin marca,formatos incompatibles,Jabón Líquido Bidex Humectante 350 ml | Jabón Líquido Bidex Humectante 1 L,jabon_bidex_humectante_sin_marca_liquido,27641;27648
2,0.26l;0.5l,sin marca,formatos incompatibles,Jabón Ducha Planeta Orgánica Energizante 260 ml | Jabón Ducha Planeta Orgánica Energizante 500 ml,jabon_ducha_planeta_organica_energizante_sin,27644;27646
2,0.05l;0.2l,sin marca,formatos incompatibles,Gel Dettol Espadol Sin Enjuague 200 ml | Gel Dettol Espadol Sin Enjuague 50 ml,gel_dettol_espadol_enjuague_sin_marca,27674;27675
2,0.045kg;0.05kg,sin marca,formatos incompatibles,Desodorante Barra Dove Invisible Dry 45 g | Desodorante Barra Dove Invisible Dry 50 g,desodorante_barra_dove_invisible_dry_sin,27698;28108
2,0.045kg;0.05kg,sin marca,formatos incompatibles,Desodorante Barra Dove Men Cuidado Total 45 g | Desodorante Barra Dove Men Cuidado Total 50 g 2 un.,desodorante_barra_dove_men_cuidado_total,27700;28250
2,0.11l;0.15l,sin marca,formatos incompatibles,Desodorante Spray Dove Men Clinical Cuidado Total 150 ml | Desodorante Spray Dove Men Clinical Cuidado Total 110 ml,desodorante_spray_dove_men_clinical_cuidado,27723;28188
2,0.045kg;0.065kg,sin marca,formatos incompatibles,Desodorante Barra Lady Speed Stick 24/7 Powder Fresh 45 g | Desodorante Barra Lady Speed Stick 24/7 Active Fresh 65 g,desodorante_barra_lady_speed_stick_24,27730;27795
2,0.15l;0.25l,sin marca,formatos incompatibles,Desodorante Spray Rexona Women Active Emotion 150 ml | Desodorante Spray Rexona Women Active Emotion 250 ml,desodorante_spray_rexona_women_active_emotion,27731;28235
2,0.15l;0.25l,sin marca,formatos incompatibles,Desodorante Spray Rexona Men V8 150 ml | Desodorante Spray Rexona Men V8 250 ml,desodorante_spray_rexona_men_v8_sin,27786;27908
2,0.11l;0.15l,sin marca,formatos incompatibles,Desodorante Spray Rexona Men Clinical Sport 150 ml | Desodorante Spray Rexona Men Clinical Sport 110 ml,desodorante_spray_rexona_men_clinical_sport,27797;28187
2,0.05kg;0.085kg,sin marca,formatos incompatibles,Desodorante Barra Old Spice Fresh 50 g | Desodorante Barra Old Spice Fresh 85 g,desodorante_barra_old_spice_fresh_sin,27798;27952
2,0.152l;0.15l,sin marca,formatos incompatibles,Desodorante Spray Axe Black 152 ml | Desodorante Spray Axe Black 150 ml,desodorante_spray_axe_black_sin_marca,27831;27924
2,0.152l;0.15l,sin marca,formatos incompatibles,Desodorante Spray Axe Dark Temptation 152 ml | Desodorante Spray Axe Dark Temptation 150 ml,desodorante_spray_axe_dark_temptation_sin,27834;27879
2,0.045kg;0.05kg,sin marca,formatos incompatibles,Desodorante Barra Dove Men Sport Active Fresh 45 g | Desodorante Barra Dove Men Sport Active Fresh 50 g,desodorante_barra_dove_men_sport_active,27947;28150
7,0.021l;0.02l,sin marca,formatos incompatibles,Desodorante Ambiental Air Wick Eléctrico Repuesto Lirios de Luna y Seda 21 ml 3 un. | Desodorante Ambiental Air Wick Eléctrico Repuesto 21 ml 3 un. | Desodorante Ambiental Air Wick Eléctrico Repuesto Vainilla 21 ml 3 un. | Desodorante Ambiental Air Wick Eléctrico Repuesto Country Berry 21 ml 3 un. | Desodorante Ambiental Air Wick Eléctrico Repuesto Flores Desierto Atacama 20 ml 2 un.,desodorante_ambiental_air_wick_electrico_repuesto,27978;27991;27992;27995;28056;28058;28072
2,0.25kg;0.45kg,sin marca,formatos incompatibles,Recarga Sistema Antihumedad Bolaseca 250 g | Recarga Sistema Antihumedad Bolaseca 450 g,recarga_sistema_antihumedad_bolaseca_sin_marca,27983;28073
2,0.27l;0.36l,sin marca,formatos incompatibles,Aromatizante Glade Naranjo y Orquídeas 360 ml | Aromatizante Glade Naranjo y Orquídeas 270 ml,aromatizante_glade_naranjo_orquideas_sin_marca,28002;28087
3,0.15l;0.45l,sin marca,formatos incompatibles,Desodorante Spray Garnier Bí-O Protection 5 150 ml | Desodorante Spray Garnier Bí-O Protection 5 Hombre 150 ml 2 un. | Desodorante Spray Garnier Bí-O Protection 5 450 ml 3 un.,desodorante_spray_garnier_bi_o_protection,28103;28201;28287
2,0.03l;0.15l,sin marca,formatos incompatibles,Desodorante Spray Hidrofugal Unisex 150 cc | Desodorante Spray Hidrofugal Unisex 30 cc,desodorante_spray_hidrofugal_unisex_sin_marca,28117;28122
6,0.075l;0.09kg;0.102kg,sin marca,formatos incompatibles,Pack 3 un. Pasta Dental Colgate Triple Acción Extra Blancura 90 g | Pack 3 un. Pasta Dental Colgate Max White Crystal Mint 102 g | Pack 3 un. Pasta Dental Colgate Total Original Mint Prevención Activa 75 ml | Pack 3 un. Pasta Dental Colgate Triple Acción Menta Original 75 ml | Pack 3 un. Pasta Dental Colgate Total Carbón Activado 75 ml,pack_3_un__pasta_dental_colgate,28326;28330;28338;28355;28364;28469
5,0.075l;0.08l;0.125kg;0.15l;0.189kg,sin marca,formatos incompatibles,Pack 2 un. Pasta Dental Colgate Triple Acción 80 ml | Pack 2 un. Pasta Dental Colgate Total Original Mint Prevención Activa 150 ml | Pack 2 un. Pasta Dental Colgate Triple Acción Menta Original 189 g | Pack 2 un. Pasta Dental Colgate Luminous White Brillant 75 ml | Pack 2 un. Pasta Dental Colgate Triple Acción Extra Blancura 125 g,pack_2_un__pasta_dental_colgate,28328;28334;28335;28353;28420
2,0.075l;0.15l,sin marca,formatos incompatibles,Pasta Dental Colgate Total Original Mint 24 Horas de Prevención Activa 75 ml | Pasta Dental Colgate Total Original Mint 150 ml,pasta_dental_colgate_total_original_mint,28337;28457
2,0.09kg;0.13kg,sin marca,formatos incompatibles,Pasta Dental Pepsodent Xtra Whitening 3 un. 90 g | Pasta Dental Pepsodent Xtra Whitening 3 un. 130 g,pasta_dental_pepsodent_xtra_whitening_3,28341;28348
2,0.075l;0.15l,sin marca,formatos incompatibles,Pasta Dental Colgate Total Encías Saludables con Flúor 75 ml | Pasta Dental Colgate Total Encías Saludables con Flúor 150 ml,pasta_dental_colgate_total_encias_saludables,28344;28405
9,0.06kg;0.09kg;0.11kg;0.14kg,sin marca,formatos incompatibles,Pasta Dental Colgate Sensitive Pro Alivio Inmediato Original 60 g | Pasta Dental Colgate Sensitive Pro Alivio Inmediato Xtreme Temperatures 110 g | Pasta Dental Colgate Sensitive Pro Alivio Inmediato Encías 110 g | Pasta Dental Colgate Sensitive Pro-Alivio Inmediato Encías 140 g | Pasta Dental Colgate Sensitive Pro-Alivio 110 g,pasta_dental_colgate_sensitive_pro_alivio,28345;28428;28437;28472;28480;28491;28499;28501;28512
2,0.095kg;0.158kg,sin marca,formatos incompatibles,Pasta Dental Aquafresh Menta 95 g 2 un. | Pasta Dental Aquafresh Menta 158 g 2 un.,pasta_dental_aquafresh_menta_2_un_,28351;28361
2,0.09kg;0.14kg,sin marca,formatos incompatibles,Pasta Dental Sensodyne Protección Completa 90 g | Pasta Dental Sensodyne Protección Completa 140 g,pasta_dental_sensodyne_proteccion_completa_sin,28352;28389
2,0.06kg;0.1kg,sin marca,formatos incompatibles,Pasta Dental Pepsodent Sensitive Expert Whitening 100 g | Pasta Dental Pepsodent Sensitive Expert Whitening 60 g,pasta_dental_pepsodent_sensitive_expert_whitening,28359;28537
2,0.11kg;0.1kg,sin marca,formatos incompatibles,Pasta Dental Colgate Sensitive Whitening 110 g | Pasta Dental Colgate Sensitive Whitening 100 g,pasta_dental_colgate_sensitive_whitening_sin,28367;28473
2,0.075l;0.15l,sin marca,formatos incompatibles,Pasta Dental Colgate Total Carbón Activado 75 ml | Pasta Dental Colgate Total Carbón Activado con Flúor 150 ml,pasta_dental_colgate_total_carbon_activado,28388;28414
3,0.075l;0.18kg;0.22kg,sin marca,formatos incompatibles,Pasta Dental Colgate Max White Crystal Mint 180 g | Pasta Dental Colgate Max White Crystal Mint 220 g | Pasta Dental Colgate Max White Crystal Mint 75 ml,pasta_dental_colgate_max_white_crystal,28445;28539;28540
2,0.07kg;0.14kg,sin marca,formatos incompatibles,Pasta Dental Oral-B Duplo Alivio 140 g | Pasta Dental Oral-B Duplo Alivio 70 g,pasta_dental_oral_b_duplo_alivio,28520;28521
2,0.1kg;0.28kg,sin marca,formatos incompatibles,Alimento Húmedo Perro Adulto Pedigree Pollo Sobre 100 g | Alimento Húmedo Perro Adulto Pedigree Pollo Lata 280 g,alimento_humedo_perro_adulto_pedigree_pollo,29000;29093
3,15kg;3kg;8kg,sin marca,formatos incompatibles,Alimento Perro Adulto Dog Chow Alta Proteína 3 kg | Alimento Perro Adulto Dog Chow Alta Proteína 15 kg | Alimento Perro Adulto Dog Chow Alta Proteína 8 kg,alimento_perro_adulto_dog_chow_alta,29004;29007;29045
3,15kg;3kg;8kg,sin marca,formatos incompatibles,Alimento Perro Adulto Dog Chow Multi Proteína 3 kg | Alimento Perro Adulto Dog Chow Multi Proteína 8 kg | Alimento Perro Adulto Dog Chow Multi Proteína 15 kg,alimento_perro_adulto_dog_chow_multi,29006;29009;29083
4,15kg;18kg;3kg;4kg,sin marca,formatos incompatibles,Alimento Perro Amity Premium Salmón y Arroz 4 kg | Alimento Perro Amity Premium Salmón y Arroz 15 kg | Alimento Perro Amity Premium Salmón y Arroz 18 kg | Alimento Perro Amity Premium Salmón y Arroz 3 kg,alimento_perro_amity_premium_salmon_arroz,29010;29033;29065;29085
2,15kg;3kg,sin marca,formatos incompatibles,Alimento Perro Amity Premium Cerdo Ibérico y Arroz 15 kg | Alimento Perro Amity Premium Cerdo Ibérico y Arroz 3 kg,alimento_perro_amity_premium_cerdo_iberico,29014;29066
2,3kg;8kg,sin marca,formatos incompatibles,Alimento Perro Adulto Champion Dog Razas Pequeñas 3 kg | Alimento Perro Adulto Champion Dog Razas Pequeñas 8 kg,alimento_perro_adulto_champion_dog_razas,29015;29048
2,15kg;3kg,sin marca,formatos incompatibles,Alimento Perro Adulto Animal Planet Medianos y Grandes 15 kg | Alimento Perro Adulto Animal Planet Medianos y Grandes 3 kg,alimento_perro_adulto_animal_planet_medianos,29018;29077
2,15kg;3kg,sin marca,formatos incompatibles,Alimento Perro Cachorro Master Dog Razas Medianas y Grandes 15 kg | Alimento Perro Cachorro Master Dog Razas Pequeñas 3 kg,alimento_perro_cachorro_master_dog_razas,29023;29055
3,15kg;3kg;4kg,sin marca,formatos incompatibles,Alimento Perro Amity Premium Pollo y Arroz 15 kg | Alimento Perro Amity Premium Pollo y Arroz 4 kg | Alimento Perro Amity Premium Pollo y Arroz 3 kg,alimento_perro_amity_premium_pollo_arroz,29025;29046;29122
3,1.5kg;3kg;8kg,sin marca,formatos incompatibles,Alimento Perro Cachorro Dog Chow Razas Pequeñas 3 kg | Alimento Perro Cachorro Dog Chow Razas Pequeñas 8 kg | Alimento Perro Cachorro Dog Chow Razas Pequeñas 1.5 kg,alimento_perro_cachorro_dog_chow_razas,29028;29041;29117
2,3kg;8kg,sin marca,formatos incompatibles,Alimento Perro Senior Pedigree +7 Años 8 kg | Alimento Perro Senior Pedigree +7 Años 3 kg,alimento_perro_senior_pedigree_7_anos,29031;29047
2,15kg;8kg,sin marca,formatos incompatibles,Alimento Perro Adulto Dog Chow Edad Madura +7 Años 8 kg | Alimento Perro Adulto Dog Chow Edad Madura +7 Años 15 kg,alimento_perro_adulto_dog_chow_edad,29051;29079
2,12kg;2.5kg,sin marca,formatos incompatibles,Alimento Perro Senior Animal Planet Nutri Balance 12 kg | Alimento Perro Senior Animal Planet Nutri Balance 2.5 kg,alimento_perro_senior_animal_planet_nutri,29052;29076
